data_year,model_year,brand,model,fail_pct,reason_1,reason_2,reason_3,checked_cars,driven_avg,driven_med
2015,2012,Audi,A7,0.0,,,,,,
2015,2012,Suzuki,SWIFT,0.0,,,,,,
2015,2012,Suzuki,SX4,0.26,,,,,,
2015,2012,Toyota,COROLLA,0.5,,,,,,
2015,2012,Seat,LEON,0.57,,,,,,
2015,2012,Skoda,ROOMSTER,0.62,,,,,,
2015,2012,Toyota,LAND CRUISER,0.7,,,,,,
2015,2012,Honda,JAZZ,0.74,,,,,,
2015,2012,Mitsubishi,OUTLANDER,0.94,,,,,,
2015,2012,Volkswagen,TIGUAN,0.976,Bensiinimoottorin pakokaasumittaus,Valmistajan kilpi,Valmistenumero,,,
2015,2012,Toyota,AURIS,0.99,,,,,,
2015,2012,Seat,IBIZA,1.04,,,,,,
2015,2012,Toyota,PRIUS,1.08,,,,,,
2015,2012,Ford,KUGA,1.09,,,,,,
2015,2012,Volvo,XC 60,1.103,Taka-akselisto,Valmistajan kilpi,Renkaat ja vanteet,,,
2015,2012,Audi,Q3,1.127,Käyttöjarrun dynamometritesti,Valmistajan kilpi,,,,
2015,2012,Skoda,YETI,1.13,,,,,,
2015,2012,Mazda,3,1.14,,,,,,
2015,2012,Nissan,JUKE,1.14,,,,,,
2015,2012,Audi,Q5,1.152,Sisäinen valvontajärjestelmä (OBD),Polttoainevuodot,Koeajo,,,
2015,2012,Audi,A5,1.18,,,,,,
2015,2012,Skoda,CITIGO,1.18,,,,,,
2015,2012,Mini,COOPER/ ONE,1.19,,,,,,
2015,2012,Honda,CIVIC,1.24,,,,,,
2015,2012,Toyota,YARIS,1.24,,,,,,
2015,2012,Peugeot,208,1.39,,,,,,
2015,2012,Skoda,OCTAVIA,1.39,,,,,,
2015,2012,Volkswagen,UP!,1.39,,,,,,
2015,2012,Audi,A4,1.45,,,,,,
2015,2012,Volkswagen,GOLF,1.452,Bensiinimoottorin pakokaasumittaus,Renkaat ja vanteet,Jousitus ja iskunvaimennus,,,
2015,2012,Toyota,AVENSIS,1.48,,,,,,
2015,2012,Seat,EXEO,1.492,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet,Käyttöjarru,,,
2015,2012,Mitsubishi,ASX,1.56,,,,,,
2015,2012,Suzuki,ALTO,1.63,,,,,,
2015,2012,Volkswagen,BEETLE,1.63,,,,,,
2015,2012,Audi,A6,1.64,,,,,,
2015,2012,Honda,CR-V,1.68,,,,,,
2015,2012,Mazda,6,1.7,,,,,,
2015,2012,Volkswagen,CC,1.704,Valmistajan kilpi,Renkaat ja vanteet,,,,
2015,2012,Honda,ACCORD,1.75,,,,,,
2015,2012,Nissan,QASHQAI,1.81,,,,,,
2015,2012,Toyota,VERSO-S,1.82,,,,,,
2015,2012,Kia,SOUL,1.83,,,,,,
2015,2012,Opel,ZAFIRA,1.88,,,,,,
2015,2012,Mercedes-Benz,GLK,1.9,,,,,,
2015,2012,Audi,A3,1.93,Renkaat ja vanteet,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),,,
2015,2012,Volkswagen,JETTA,1.96,Bensiinimoottorin pakokaasumittaus,Käyttöjarru,Renkaat ja vanteet,,,
2015,2012,Volvo,S40,1.96,,,,,,
2015,2012,Ford,FIESTA,1.97,Ohjausnivelet ja -tangot,Renkaat ja vanteet,Valmistajan kilpi,,,
2015,2012,Skoda,FABIA,2.02,,,,,,
2015,2012,Volkswagen,PASSAT,2.025,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2015,2012,Hyundai,I30,2.041,Seisontajarrun dynamometritesti,Valmistajan kilpi,Sisäinen valvontajärjestelmä (OBD),,,
2015,2012,Ford,FOCUS,2.08,,,,,,
2015,2012,Toyota,RAV4,2.1,,,,,,
2015,2012,Lexus,CT200H,2.11,,,,,,
2015,2012,Volkswagen,POLO,2.2,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,,,
2015,2012,Volvo,V50,2.21,Renkaat ja vanteet,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2015,2012,Opel,ASTRA,2.22,,,,,,
2015,2012,Skoda,SUPERB,2.24,,,,,,
2015,2012,Mercedes-Benz,M,2.33,,,,,,
2015,2012,Volvo,C70,2.34,,,,,,
2015,2012,Citroen,DS5,2.35,,,,,,
2015,2012,Volkswagen,SHARAN,2.38,,,,,,
2015,2012,Volkswagen,TOURAN,2.447,Renkaat ja vanteet,Etuakselisto,Jousitus ja iskunvaimennus,,,
2015,2012,Nissan,NOTE,2.55,,,,,,
2015,2012,Kia,OPTIMA,2.61,,,,,,
2015,2012,BMW,1,2.62,,,,,,
2015,2012,Ford,FOCUS C-MAX,2.66,Renkaat ja vanteet,Jousitus ja iskunvaimennus,Etuakselisto,,,
2015,2012,Kia,RIO,2.67,,,,,,
2015,2012,Toyota,VERSO,2.69,,,,,,
2015,2012,Subaru,XV,2.79,,,,,,
2015,2012,Kia,CEED,2.8,Seisontajarrun dynamometritesti,Renkaat ja vanteet,Etuakselisto,,,
2015,2012,Citroen,DS3,2.84,,,,,,
2015,2012,Audi,A1,2.92,Renkaat ja vanteet,Bensiinimoottorin pakokaasumittaus,Etuakselisto,,,
2015,2012,BMW,3,2.99,Valmistajan kilpi,Renkaat ja vanteet,Rekisterimerkinnät,,,
2015,2012,Mercedes-Benz,C,3.01,,,,,,
2015,2012,Subaru,LEGACY,3.11,,,,,,
2015,2012,Nissan,MICRA,3.15,,,,,,
2015,2012,Opel,INSIGNIA,3.162,Käyttöjarru,Renkaat ja vanteet,Taka-akselisto,,,
2015,2012,Toyota,AYGO,3.2,,,,,,
2015,2012,Chevrolet,AVEO,3.23,,,,,,
2015,2012,Mercedes-Benz,B,3.26,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2015,2012,Citroen,C3,3.29,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Renkaat ja vanteet,,,
2015,2012,Citroen,BERLINGO,3.3,,,,,,
2015,2012,Mercedes-Benz,CLS,3.45,,,,,,
2015,2012,Renault,MEGANE,3.45,,,,,,
2015,2012,Dacia,DUSTER,3.63,,,,,,
2015,2012,Peugeot,107,3.7,,,,,,
2015,2012,Volvo,V40,3.71,Jousitus ja iskunvaimennus,Valmistajan kilpi,Taka-akselisto,,,
2015,2012,Seat,ALTEA,3.73,,,,,,
2015,2012,Subaru,FORESTER,3.76,,,,,,
2015,2012,Citroen,C1,3.77,,,,,,
2015,2012,BMW,X3,3.92,Valmistajan kilpi,Renkaat ja vanteet,Rekisterimerkinnät,,,
2015,2012,Alfa Romeo,GIULIETTA,3.94,,,,,,
2015,2012,Renault,TWINGO,4.0,,,,,,
2015,2012,Kia,VENGA,4.11,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti,,,
2015,2012,BMW,5,4.12,Renkaat ja vanteet,Käyttöjarru,Jousitus ja iskunvaimennus,,,
2015,2012,Opel,CORSA,4.12,,,,,,
2015,2012,Hyundai,I20,4.27,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,,,
2015,2012,Mazda,5,4.3,,,,,,
2015,2012,Ford,MONDEO,4.33,Renkaat ja vanteet,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,,,
2015,2012,Kia,PICANTO,4.37,,,,,,
2015,2012,Peugeot,508,4.42,Sisäinen valvontajärjestelmä (OBD),Valmistajan kilpi,Bensiinimoottorin pakokaasumittaus,,,
2015,2012,Mercedes-Benz,A,4.61,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),,,
2015,2012,Chevrolet,CRUZE,4.75,Valmistajan kilpi,Käyttöjarrun dynamometritesti,Käyttöjarru,,,
2015,2012,Chevrolet,ORLANDO,4.81,,,,,,
2015,2012,Citroen,C4,4.92,Valmistajan kilpi,Sisäinen valvontajärjestelmä (OBD),Rekisterimerkinnät,,,
2015,2012,Kia,SORENTO,5.16,,,,,,
2015,2012,Seat,ALHAMBRA,5.36,,,,,,
2015,2012,Peugeot,308,5.38,Valmistajan kilpi,Etuakselisto,Rekisterimerkinnät,,,
2015,2012,Hyundai,IX20,5.51,,,,,,
2015,2012,Ford,S-MAX,5.81,,,,,,
2015,2012,Volvo,V60,6.14,Etuakselisto,Renkaat ja vanteet,Taka-akselisto,,,
2015,2012,Fiat,PUNTO,6.25,,,,,,
2015,2012,Volvo,S80,6.34,,,,,,
2015,2012,Land Rover,RANGE ROVER,6.36,,,,,,
2015,2012,Volkswagen,CADDY,6.69,Renkaat ja vanteet,Käyttöjarru,Jousitus ja iskunvaimennus,,,
2015,2012,Peugeot,5008,6.72,,,,,,
2015,2012,Peugeot,3008,6.79,Valmistajan kilpi,Etuakselisto,Renkaat ja vanteet,,,
2015,2012,Opel,MERIVA,7.03,,,,,,
2015,2012,Volvo,S60,7.28,Etuakselisto,Renkaat ja vanteet,Taka-akselisto,,,
2015,2012,Kia,SPORTAGE,7.46,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Käyttöjarru,,,
2015,2012,Hyundai,IX35,7.55,Ohjausnivelet ja -tangot,Käyttöjarru,Valmistajan kilpi,,,
2015,2012,Ford,TRANSIT,7.69,,,,,,
2015,2012,Mercedes-Benz,E,7.78,Renkaat ja vanteet,Seisontajarrun dynamometritesti,Käyttöjarru,,,
2015,2012,Citroen,C4 PICASSO,8.06,,,,,,
2015,2012,Hyundai,I40,8.24,Etuakselisto,Ohjausnivelet ja -tangot,Taka-akselisto,,,
2015,2012,Volvo,V70,8.47,Etuakselisto,Renkaat ja vanteet,Käyttöjarru,,,
2015,2012,Renault,CLIO,8.56,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,,,
2015,2012,Jeep,COMPASS,8.805,Taka-akselisto,Valmistajan kilpi,Jarruvalo,,,
2015,2012,Volkswagen,CARAVELLE,9.43,,,,,,
2015,2012,Peugeot,206,11.66,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti,Renkaat ja vanteet,,,
2015,2012,Citroen,C5,11.87,Ohjausnivelet ja -tangot,Etuakselisto,Renkaat ja vanteet,,,
2015,2012,Fiat,500,12.32,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2015,2012,Volkswagen,KOMBI,20.1,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2015,2010,Audi,Q5,0.2305,,,,,,
2015,2010,Audi,A4,1.7,,,,,,
2015,2010,Toyota,LAND CRUISER,1.75,,,,,,
2015,2010,Nissan,JUKE,1.83,,,,,,
2015,2010,Toyota,AURIS,2.13,,,,,,
2015,2010,Audi,A5,2.4,,,,,,
2015,2010,Toyota,COROLLA,2.41,,,,,,
2015,2010,Suzuki,ALTO,2.5,,,,,,
2015,2010,Mazda,3,2.58,,,,,,
2015,2010,Volvo,S60,2.7,,,,,,
2015,2010,Skoda,ROOMSTER,2.72,,,,,,
2015,2010,Audi,A1,2.78,,,,,,
2015,2010,Volkswagen,TIGUAN,2.857,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Taka-akselisto,,,
2015,2010,Volvo,XC60,2.893,,,,,,
2015,2010,Toyota,AVENSIS,2.9,,,,,,
2015,2010,Seat,EXEO,3.0,,,,,,
2015,2010,Toyota,AYGO,3.2,,,,,,
2015,2010,Honda,CR-V,3.22,Käyttöjarru,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Toyota,VERSO,3.232,Renkaat ja vanteet,Käyttöjarru,Seisontajarrun dynamometritesti,,,
2015,2010,Toyota,YARIS,3.26,,,,,,
2015,2010,Nissan,MICRA,3.33,,,,,,
2015,2010,Toyota,PRIUS,3.33,,,,,,
2015,2010,Toyota,URBAN CRUISER,3.396,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2015,2010,Lexus,RX450H,3.45,,,,,,
2015,2010,Volvo,C30,3.48,,,,,,
2015,2010,Mitsubishi,MITSUBISHI ASX,3.48,,,,,,
2015,2010,Volvo,S80,3.69,,,,,,
2015,2010,Honda,ACCORD,3.7,,,,,,
2015,2010,Audi,A3,3.76,Renkaat ja vanteet,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Volvo,V60,3.77,,,,,,
2015,2010,Skoda,OCTAVIA,3.78,,,,,,
2015,2010,Ford,FOCUS C-MAX,3.81,,,,,,
2015,2010,Audi,Q7,3.9,,,,,,
2015,2010,Honda,JAZZ,3.96,,,,,,
2015,2010,Audi,A6,4.0,Renkaat ja vanteet,Käyttöjarru,Etuakselisto,,,
2015,2010,Skoda,YETI,4.0,Jousitus ja iskunvaimennus,Käyttöjarru,Turvavyöt ja -varusteet,,,
2015,2010,Volvo,C70,4.01,,,,,,
2015,2010,Mitsubishi,LANCER,4.05,,,,,,
2015,2010,Skoda,FABIA,4.15,,,,,,
2015,2010,Opel,MERIVA,4.32,,,,,,
2015,2010,Ford,FUSION,4.38,,,,,,
2015,2010,Mazda,6,4.41,Etuakselisto,Käyttöjarru,Renkaat ja vanteet,,,
2015,2010,Seat,LEON,4.49,,,,,,
2015,2010,Nissan,X-TRAIL,4.59,,,,,,
2015,2010,Seat,IBIZA,4.61,,,,,,
2015,2010,Mini,COOPER/ ONE,4.62,,,,,,
2015,2010,Volvo,V50,4.66,Renkaat ja vanteet,Jousitus ja iskunvaimennus,Etuakselisto,,,
2015,2010,Volvo,S40,4.77,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Volkswagen,JETTA,4.9,Käyttöjarru,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,,,
2015,2010,BMW,X5,5.0,,,,,,
2015,2010,Volkswagen,POLO,5.02,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2015,2010,Opel,INSIGNIA,5.027,Renkaat ja vanteet,Käyttöjarru,Jousitus ja iskunvaimennus,,,
2015,2010,Volkswagen,PASSAT,5.03,Renkaat ja vanteet,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2015,2010,Mercedes-Benz,C,5.04,Seisontajarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus,,,
2015,2010,Mazda,2,5.05,Ohjausnivelet ja -tangot,Etuakselisto,Renkaat ja vanteet,,,
2015,2010,Skoda,SUPERB,5.05,Renkaat ja vanteet,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2015,2010,Nissan,TIIDA,5.12,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2015,2010,Citroen,C1,5.18,Käyttöjarru,Renkaat ja vanteet,Valmistajan kilpi,,,
2015,2010,Honda,CIVIC,5.19,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2015,2010,Volkswagen,SCIROCCO,5.29,,,,,,
2015,2010,Volkswagen,GOLF,5.4,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru,,,
2015,2010,Ford,FOCUS,5.58,Jousitus ja iskunvaimennus,Etuakselisto,Renkaat ja vanteet,,,
2015,2010,BMW,1,5.8,Taka-akselisto,Renkaat ja vanteet,Etuakselisto,,,
2015,2010,Seat,ALTEA,6.19,,,,,,
2015,2010,Nissan,QASHQAI,6.23,Seisontajarrun dynamometritesti,Käyttöjarru,Etuakselisto,,,
2015,2010,Mitsubishi,COLT,6.25,,,,,,
2015,2010,Seat,EXEO ST,6.29,,,,,,
2015,2010,Honda,INSIGHT,6.31,,,,,,
2015,2010,Subaru,LEGACY,6.35,Taka-akselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Volvo,V70,6.35,Käyttöjarru,Ohjausnivelet ja -tangot,Renkaat ja vanteet,,,
2015,2010,Opel,ASTRA,6.38,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti,,,
2015,2010,Kia,VENGA,6.73,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2015,2010,BMW,3,6.81,Taka-akselisto,Etuakselisto,Jousitus ja iskunvaimennus,,,
2015,2010,Hyundai,I20,6.85,Käyttöjarrun dynamometritesti,Käyttöjarru,Seisontajarrun dynamometritesti,,,
2015,2010,Toyota,RAV4,7.16,Jousitus ja iskunvaimennus,Käyttöjarru,Renkaat ja vanteet,,,
2015,2010,Ford,KUGA,7.23,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet,,,
2015,2010,Subaru,FORESTER,7.35,Taka-akselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Mercedes-Benz,B,7.42,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2015,2010,Volkswagen,TOURAN,7.46,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2015,2010,Mercedes-Benz,A,7.57,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru,,,
2015,2010,Chevrolet,SPARK,7.69,,,,,,
2015,2010,Mitsubishi,OUTLANDER,7.74,,,,,,
2015,2010,Ford,MONDEO,7.75,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2015,2010,Saab,9-5,7.76,,,,,,
2015,2010,Mercedes-Benz,E,7.77,Seisontajarrun dynamometritesti,Renkaat ja vanteet,Käyttöjarru,,,
2015,2010,Smart,FORTWO,8.11,,,,,,
2015,2010,Dacia,DUSTER,8.13,,,,,,
2015,2010,Opel,ZAFIRA,8.38,,,,,,
2015,2010,Kia,CEED,8.6,Dieselmoottorin pakokaasumittaus,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,,,
2015,2010,Fiat,LINEA,8.7,,,,,,
2015,2010,Peugeot,207,8.78,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Dieselmoottorin pakokaasumittaus,,,
2015,2010,Opel,CORSA,8.91,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,,,
2015,2010,Chevrolet,AVEO,8.96,,,,,,
2015,2010,Nissan,NOTE,9.05,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2015,2010,Renault,MEGANE,9.4,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus,,,
2015,2010,Ford,S-MAX,9.53,Käyttöjarru,Ohjausnivelet ja -tangot,Renkaat ja vanteet,,,
2015,2010,Kia,SOUL,10.0,,,,,,
2015,2010,Alfa Romeo,159,10.09,,,,,,
2015,2010,Citroen,C3,10.17,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,,,
2015,2010,Peugeot,206,10.32,Ohjausnivelet ja -tangot,Käyttöjarru,Käyttöjarrun dynamometritesti,,,
2015,2010,Peugeot,407,10.39,Etuakselisto,Jarruvalo,Jousitus ja iskunvaimennus,,,
2015,2010,Citroen,BERLINGO,10.45,Etuakselisto,Dieselmoottorin pakokaasumittaus,Käyttöjarru,,,
2015,2010,Hyundai,I 30,10.47,Seisontajarrun dynamometritesti,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet,,,
2015,2010,Mercedes-Benz,GLK,10.87,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,,,
2015,2010,Ford,GALAXY,11.04,,,,,,
2015,2010,Chevrolet,CRUZE,11.15,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru,,,
2015,2010,Hyundai,SONATA,11.26,Käyttöjarru,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Saab,9-3,11.38,,,,,,
2015,2010,Fiat,PUNTO,11.45,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,,,
2015,2010,Volkswagen,CADDY,11.46,Renkaat ja vanteet,Seisontajarrun dynamometritesti,Käyttöjarru,,,
2015,2010,Volkswagen,CARAVELLE,11.61,Ohjausnivelet ja -tangot,Käyttöjarru,Renkaat ja vanteet,,,
2015,2010,Mazda,5,11.9,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Ford,FIESTA,12.07,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,,,
2015,2010,Fiat,BRAVO,12.26,,,,,,
2015,2010,Suzuki,SX4,12.86,Jousitus ja iskunvaimennus,Taka-akselisto,Käyttöjarrun dynamometritesti,,,
2015,2010,Citroen,C4 PICASSO,12.93,Etuakselisto,Käyttöjarru,Renkaat ja vanteet,,,
2015,2010,BMW,5,13.12,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,,,
2015,2010,Citroen,DS3,13.71,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2015,2010,Citroen,C4,13.74,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Peugeot,308,14.51,Etuakselisto,Käyttöjarru,Dieselmoottorin pakokaasumittaus,,,
2015,2010,Hyundai,IX35,15.2,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto,,,
2015,2010,Peugeot,5008,16.89,Etuakselisto,Renkaat ja vanteet,Käyttöjarru,,,
2015,2010,Kia,SORENTO,17.02,Seisontajarrun dynamometritesti,Etuakselisto,Jousitus ja iskunvaimennus,,,
2015,2010,Fiat,PANDA,17.45,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2015,2010,Peugeot,3008,17.69,Etuakselisto,Käyttöjarru,Renkaat ja vanteet,,,
2015,2010,Citroen,C5,17.81,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Alfa Romeo,MITO,18.92,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot,,,
2015,2010,Ford,TRANSIT,20.0,,,,,,
2015,2010,Dacia,SANDERO,20.47,Ohjausnivelet ja -tangot,Lähivalo,Etuakselisto,,,
2015,2010,Renault,CLIO,20.75,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru,,,
2015,2010,Volkswagen,KOMBI,21.48,Ohjausnivelet ja -tangot,Renkaat ja vanteet,Käyttöjarru,,,
2015,2010,Dacia,LOGAN,21.6,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Ford,KA,23.36,Etuakselisto,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),,,
2015,2010,Fiat,500,25.84,Etuakselisto,Käyttöjarrun dynamometritesti,Käyttöjarru,,,
2015,2010,Dodge,JOURNEY,32.0,Ohjausnivelet ja -tangot,Käyttöjarru,Seisontajarrun dynamometritesti,,,
2015,2009,Suzuki,SWIFT,0.0,,,,,,
2015,2009,Toyota,IQ,1.55,,,,,,
2015,2009,Suzuki,ALTO,1.89,,,,,,
2015,2009,Mitsubishi,COLT,2.33,,,,,,
2015,2009,Suzuki,GRAND VITARA,2.56,,,,,,
2015,2009,Audi,A5,2.75,,,,,,
2015,2009,Volkswagen,TIGUAN,2.852,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus,Etuakselisto,,,
2015,2009,Volvo,XC60,3.02,Renkaat ja vanteet,Jousitus ja iskunvaimennus,Taka-akselisto,,,
2015,2009,Toyota,AVENSIS,3.05,,,,,,
2015,2009,Toyota,AURIS,3.1,Seisontajarrun dynamometritesti,Käyttöjarru,Renkaat ja vanteet,,,
2015,2009,Audi,Q5,3.51,,,,,,
2015,2009,Toyota,VERSO,3.54,,,,,,
2015,2009,Volvo,C30,3.57,,,,,,
2015,2009,Honda,JAZZ,3.67,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2015,2009,Honda,INSIGHT,3.78,,,,,,
2015,2009,Volkswagen,JETTA,3.81,,,,,,
2015,2009,Audi,A4,3.89,Renkaat ja vanteet,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),,,
2015,2009,Saab,9-5,4.0,,,,,,
2015,2009,Skoda,OCTAVIA,4.0,Bensiinimoottorin pakokaasumittaus,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),,,
2015,2009,Volkswagen,GOLF,4.02,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus,Renkaat ja vanteet,,,
2015,2009,Toyota,COROLLA,4.08,Dieselmoottorin pakokaasumittaus,Seisontajarrun dynamometritesti,Käyttöjarru,,,
2015,2009,Honda,CIVIC,4.17,Käyttöjarru,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),,,
2015,2009,Toyota,URBAN CRUISER,4.203,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,,,
2015,2009,Ford,KUGA,4.35,,,,,,
2015,2009,Audi,A3,4.38,Bensiinimoottorin pakokaasumittaus,Renkaat ja vanteet,Jousitus ja iskunvaimennus,,,
2015,2009,Toyota,YARIS,4.43,,,,,,
2015,2009,Mitsubishi,LANCER,4.78,,,,,,
2015,2009,Volkswagen,POLO,4.78,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti,,,
2015,2009,Audi,A6,4.84,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet,Etuakselisto,,,
2015,2009,Volvo,S80,5.18,,,,,,
2015,2009,Ford,FUSION,5.22,,,,,,
2015,2009,Skoda,YETI,5.22,,,,,,
2015,2009,Subaru,LEGACY,5.23,,,,,,
2015,2009,Toyota,AYGO,5.37,,,,,,
2015,2009,Toyota,PRIUS,5.41,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto,,,
2015,2009,Mazda,3,5.43,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2015,2009,Peugeot,107,5.48,,,,,,
2015,2009,Volvo,S40,5.5,Renkaat ja vanteet,Etuakselisto,Seisontajarrun dynamometritesti,,,
2015,2009,Skoda,SUPERB,5.63,Renkaat ja vanteet,Etuakselisto,Taka-akselisto,,,
2015,2009,Volkswagen,PASSAT,5.85,Renkaat ja vanteet,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus,,,
2015,2009,Ford,FOCUS C-MAX,6.01,,,,,,
2015,2009,Honda,ACCORD,6.18,Käyttöjarru,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),,,
2015,2009,Volvo,C70,6.32,,,,,,
2015,2009,Seat,IBIZA,6.46,,,,,,
2015,2009,Kia,SPORTAGE,6.47,,,,,,
2015,2009,Volkswagen,SCIROCCO,6.79,,,,,,
2015,2009,Suzuki,SX4,6.94,,,,,,
2015,2009,BMW,X6,6.957,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2015,2009,Volvo,V50,7.02,Etuakselisto,Renkaat ja vanteet,Jousitus ja iskunvaimennus,,,
2015,2009,Honda,CR-V,7.05,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet,,,
2015,2009,Nissan,MICRA,7.12,Etuakselisto,Käyttöjarru,Renkaat ja vanteet,,,
2015,2009,Opel,ASTRA,7.18,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti,,,
2015,2009,Toyota,RAV4,7.28,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti,,,
