Käyttöönottovuosi,Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy,Kolmanneksi yleisin hylkäyssyy
2009,Fiat,PUNTO,11.2,Jousitus ja iskunvaimennus,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
2009,Renault,LAGUNA,11.3,,,
2009,Mercedes-Benz,E,11.5,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2009,Mercedes-Benz,M,11.6,,,
2009,Peugeot,407,11.7,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
2009,Ford,FIESTA,11.7,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
2009,Fiat,500,11.9,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Asiapaperit
2009,Mazda,2,12.1,Ohjausnivelet ja -tangot,Etuakselisto,Renkaat ja vanteet
2009,Nissan,NOTE,12.2,Etuakselisto,Renkaat ja vanteet,Jousitus ja iskunvaimennus
2009,Mercedes-Benz,A,12.2,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2009,Opel,CORSA,12.5,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD)
2009,Chevrolet,AVEO,12.6,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
2009,BMW,5,12.9,Ohjausnivelet ja -tangot,Renkaat ja vanteet,Käyttöjarru
2009,Peugeot,308,13.1,Etuakselisto,Dieselmoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD)
2009,Nissan,TIIDA,13.2,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
2009,Hyundai,I 30,13.3,Taka-akselisto,Käyttöjarru,Renkaat ja vanteet
2009,Saab,9-3,13.5,Jousitus ja iskunvaimennus,Taka-akselisto,Renkaat ja vanteet
2009,Ford,GALAXY,13.7,,,
2009,Mazda,5,14.2,Etuakselisto,Renkaat ja vanteet,Käyttöjarru
2009,Peugeot,207,14.3,Dieselmoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
2009,Citroen,C3,15.1,Etuakselisto,Käyttöjarru,Dieselmoottorin pakokaasumittaus
2009,Ford,S-MAX,15.1,Taka-akselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2009,Citroen,C5,16.4,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
2009,BMW,X3,16.7,Jousitus ja iskunvaimennus,Käyttöjarru,Renkaat ja vanteet
2009,Peugeot,3008,17.3,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
2009,Fiat,BRAVO,17.5,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
2009,Ford,TRANSIT,18.0,,,
2009,Mitsubishi,GRANDIS,18.1,,,
2009,Citroen,C4,19.0,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto
2009,Dodge,AVENGER,19.1,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot,Etuakselisto
2009,Chevrolet,NUBIRA,19.5,Seisontajarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
2009,Opel,VECTRA,19.9,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Käyttöjarrun dynamometritesti
2009,Renault,CLIO,20.0,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
2009,Subaru,FORESTER,20.4,Taka-akselisto,Käyttöjarru,Etuakselisto
2009,Hyundai,SONATA,20.5,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto
2009,Volkswagen,TRANSPORTER,22.2,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarru
2009,Dodge,JOURNEY,34.2,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Käyttöjarru
2009,Chrysler,300,36.5,Seisontajarrun dynamometritesti,Etuakselisto,Taka-akselisto
2009,Jeep,PATRIOT,37.5,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
2009,Dodge,CALIBER,42.3,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot
2008,* Kaikki yhteensä *,,11.9,,,
2008,Ford,FUSION,1.9,,,
2008,Mitsubishi,COLT,3.8,,,
2008,Toyota,AURIS,4.2,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
2008,Toyota,COROLLA,4.7,Käyttöjarru,Renkaat ja vanteet,Käyttöjarrun dynamometritesti
2008,Volvo,XC60,4.9,,,
2008,Toyota,PRIUS,5.0,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
2008,Honda,JAZZ,5.0,,,
2008,Suzuki,SWIFT,5.4,,,
2008,Audi,A3,5.8,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
2008,Ford,KUGA,6.2,,,
2008,Volvo,C70,6.3,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto
2008,Volvo,C30,6.3,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2008,Volkswagen,TIGUAN,6.3,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Bensiinimoottorin pakokaasumittaus
2008,Ford,FIESTA,6.4,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Etuakselisto
2008,Audi,TT,6.4,,,
2008,Toyota,AVENSIS,6.4,Käyttöjarru,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet
2008,Nissan,MICRA,6.5,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2008,Audi,A4,6.6,Etuakselisto,Renkaat ja vanteet,Jousitus ja iskunvaimennus
2008,Toyota,YARIS,6.6,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
2008,Suzuki,GRAND VITARA,6.7,,,
2008,Audi,A6,7.0,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Renkaat ja vanteet
2008,Toyota,AYGO,7.0,Renkaat ja vanteet,Käyttöjarru,Bensiinimoottorin pakokaasumittaus
2008,Toyota,LAND CRUISER,7.1,,,
2008,Audi,A5,7.1,,,
2008,Volkswagen,GOLF,7.1,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet
2008,Honda,FR-V,7.2,,,
2008,Seat,LEON,7.2,Käyttöjarru,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
2008,Volvo,S40,7.2,Etuakselisto,Renkaat ja vanteet,Käyttöjarru
2008,Skoda,OCTAVIA,7.3,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet,Etuakselisto
2008,Opel,MERIVA,7.7,,,
2008,Volkswagen,PASSAT,7.7,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet,Jousitus ja iskunvaimennus
2008,Jaguar,XF,7.7,,,
2008,Honda,ACCORD,7.8,Käyttöjarru,Renkaat ja vanteet,Etuakselisto
2008,Subaru,LEGACY,7.9,Etuakselisto,Käyttöjarru,Taka-akselisto
2008,Skoda,SUPERB,8.2,Renkaat ja vanteet,Etuakselisto,Jousitus ja iskunvaimennus
2008,Honda,CR-V,8.3,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2008,Volkswagen,JETTA,8.3,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet,Jousitus ja iskunvaimennus
2008,Mini,COOPER/ ONE,8.4,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Bensiinimoottorin pakokaasumittaus
2008,Seat,ALTEA,8.5,Renkaat ja vanteet,Käyttöjarru,Käyttöjarrun dynamometritesti
2008,Hyundai,GETZ,8.9,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Käyttöjarrun dynamometritesti
2008,Volkswagen,CADDY,9.1,Jousitus ja iskunvaimennus,Käyttöjarru,Renkaat ja vanteet
2008,Honda,CIVIC,9.1,Jousitus ja iskunvaimennus,Käyttöjarru,Renkaat ja vanteet
2008,Volkswagen,TOURAN,9.4,Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2008,Mitsubishi,LANCER,9.7,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
2008,Mazda,6,9.7,Käyttöjarru,Käyttöjarrun dynamometritesti,Etuakselisto
2008,BMW,X6,9.8,Valmistajan kilpi,Etuakselisto,Seisontajarrun dynamometritesti
2008,Mini,COOPER CLUBMAN,9.8,,,
2008,Renault,LAGUNA,10.2,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
2008,Kia,SPORTAGE,10.2,,,
2008,BMW,X5,10.2,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2008,Kia,CERATO,10.3,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2008,Subaru,IMPREZA,10.4,,,
2008,Volvo,V70,10.4,Ohjausnivelet ja -tangot,Käyttöjarru,Renkaat ja vanteet
2008,Mercedes-Benz,A,10.4,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
2008,Peugeot,206,10.4,Ohjausnivelet ja -tangot,Taka-akselisto,Etuakselisto
2008,Volkswagen,POLO,10.5,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2008,BMW,X3,10.5,Jousitus ja iskunvaimennus,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
2008,Seat,IBIZA,10.6,,,
2008,Skoda,FABIA,10.7,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2008,Smart,FORTWO,10.7,,,
2008,Volvo,V50,10.8,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2008,Toyota,RAV4,11.0,Jousitus ja iskunvaimennus,Käyttöjarru,Dieselmoottorin pakokaasumittaus
2008,Mazda,3,11.2,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2008,Ford,MONDEO,11.2,Ohjausnivelet ja -tangot,Taka-akselisto,Jousitus ja iskunvaimennus
2008,Jaguar,X-TYPE,11.2,,,
2008,Saab,9-5,11.4,Taka-akselisto,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
2008,Kia,RIO,11.6,Käyttöjarru,Etuakselisto,Käyttöjarrun dynamometritesti
2008,Land Rover,FREELANDER,11.8,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2008,Ford,GALAXY,11.8,,,
2008,Suzuki,SX4,11.9,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
2008,Peugeot,407,12.4,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
2008,Citroen,C3,12.6,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
2008,Ford,KA,12.7,,,
2008,Volvo,S60,12.9,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
2008,Volvo,S80,12.9,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Renkaat ja vanteet
2008,Opel,ASTRA,13.0,Jousitus ja iskunvaimennus,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
2008,Mitsubishi,OUTLANDER,13.1,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
2008,Skoda,ROOMSTER,13.2,Seisontajarrun dynamometritesti,Etuakselisto,Jousitus ja iskunvaimennus
2008,BMW,5,13.3,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarru
2008,Audi,Q7,13.4,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
2008,Opel,CORSA,13.5,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
2008,BMW,1,13.5,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2008,Citroen,C4 PICASSO,13.7,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
2008,Citroen,C2,13.7,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
2008,Subaru,FORESTER,14.2,Taka-akselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
2008,BMW,3,14.3,Taka-akselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2008,Kia,PICANTO,14.3,,,
2008,Fiat,PUNTO,14.4,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
2008,Volkswagen,CARAVELLE,14.4,,,
2008,Mercedes-Benz,C,14.6,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2008,Peugeot,308,15.0,Dieselmoottorin pakokaasumittaus,Käyttöjarru,Etuakselisto
2008,Ford,S-MAX,15.0,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru
2008,Mazda,2,15.1,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
2008,Toyota,HIACE,15.1,,,
2008,Dodge,AVENGER,15.2,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
2008,Mercedes-Benz,M,15.3,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2008,Ford,FOCUS C-MAX,15.5,Etuakselisto,Renkaat ja vanteet,Dieselmoottorin pakokaasumittaus
2008,Nissan,NOTE,15.6,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2008,Fiat,LINEA,15.9,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
2008,Nissan,QASHQAI,16.5,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
2008,Saab,9-3,16.5,Jousitus ja iskunvaimennus,Taka-akselisto,Etuakselisto
2008,Kia,CEED,16.5,Taka-akselisto,Seisontajarrun dynamometritesti,Käyttöjarru
2008,Mercedes-Benz,B,17.0,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
2008,Citroen,BERLINGO,17.0,Etuakselisto,Käyttöjarru,Dieselmoottorin pakokaasumittaus
2008,Ford,FOCUS,17.6,Etuakselisto,Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus
2008,Nissan,X-TRAIL,17.6,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
2008,Hyundai,SONATA,18.2,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
2008,Chevrolet,AVEO,18.7,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
2008,Jeep,CHEROKEE,18.7,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti
2008,Citroen,XSARA PICASSO,18.9,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
2008,Citroen,C5,19.1,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
2008,Opel,VECTRA,19.1,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
2008,Hyundai,I 30,19.2,Taka-akselisto,Käyttöjarru,Seisontajarrun dynamometritesti
2008,Kia,MAGENTIS,19.6,Taka-akselisto,Käyttöjarru,Seisontajarrun dynamometritesti
2008,Renault,TWINGO,19.8,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarrun dynamometritesti
2008,Chrysler,SEBRING,20.1,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
2008,Kia,SORENTO,20.1,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
2008,Fiat,CROMA,20.5,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
2008,Mercedes-Benz,E,20.7,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
2008,Peugeot,207,20.8,Etuakselisto,Dieselmoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD)
2008,Peugeot,PARTNER,20.9,Dieselmoottorin pakokaasumittaus,Käyttöjarru,Etuakselisto
2008,Mitsubishi,GRANDIS,21.0,,,
2008,Seat,CORDOBA,21.0,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
2008,Nissan,TIIDA,21.6,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
2008,Lada,4X4,21.7,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
2008,Chrysler,VOYAGER,22.0,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
2008,Opel,ZAFIRA,22.0,Taka-akselisto,Käyttöjarru,Jousitus ja iskunvaimennus
2008,Nissan,PRIMERA,22.9,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2008,Fiat,BRAVO,23.0,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Etuakselisto
2008,Mazda,5,23.2,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2008,Mercedes-Benz,CLS,23.2,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2008,Volvo,XC90,23.4,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
2008,Citroen,C4,23.8,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
2008,Mazda,CX-7,24.0,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
2008,Renault,CLIO,24.1,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
2008,Kia,CARENS,24.2,Seisontajarrun dynamometritesti,Taka-akselisto,Renkaat ja vanteet
2008,Renault,MEGANE,24.4,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2008,Alfa Romeo,159,24.6,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2008,Kia,CARNIVAL,25.3,Taka-akselisto,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2008,Fiat,500,26.5,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
2008,Peugeot,307,26.8,Ohjausnivelet ja -tangot,Etuakselisto,Dieselmoottorin pakokaasumittaus
2008,Volkswagen,TRANSPORTER,27.7,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Etuakselisto
2008,Dodge,JOURNEY,29.5,Ohjausnivelet ja -tangot,Taka-akselisto,Etuakselisto
2008,Chevrolet,NUBIRA,30.9,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti,Käyttöjarru
2008,Chevrolet,EPICA,36.1,Taka-akselisto,Käyttöjarru,Seisontajarrun dynamometritesti
2008,Jeep,PATRIOT,38.7,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
2008,Chrysler,300,40.5,Seisontajarrun dynamometritesti,Etuakselisto,Taka-akselisto
2008,Dodge,CALIBER,44.7,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
2007,* Kaikki yhteensä *,,15.3,,,
2007,Peugeot,107,3.6,,,
2007,Mazda,2,4.0,,,
2007,Toyota,YARIS,4.8,Käyttöjarru,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
2007,Toyota,AURIS,5.1,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2007,Nissan,ALMERA,5.6,,,
2007,Toyota,AYGO,5.8,Käyttöjarru,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD)
2007,Ford,FIESTA,5.8,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD)
2007,Subaru,LEGACY,5.9,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Ajovakautusjärjestelmä
2007,Mitsubishi,COLT,6.1,,,
2007,Lexus,IS250,6.2,,,
2007,Suzuki,GRAND VITARA,6.2,,,
2007,Suzuki,SWIFT,6.3,,,
2007,Toyota,COROLLA,6.3,Käyttöjarru,Renkaat ja vanteet,Käyttöjarrun dynamometritesti
2007,Subaru,IMPREZA,6.5,Bensiinimoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2007,Hyundai,GETZ,6.6,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,Renkaat ja vanteet
2007,Audi,A5,6.7,,,
2007,Toyota,AVENSIS,6.8,Käyttöjarru,Renkaat ja vanteet,Seisontajarrun dynamometritesti
2007,Audi,A3,7.0,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
2007,Volkswagen,TOUAREG,7.0,,,
2007,Suzuki,LIANA,7.0,,,
2007,Toyota,PRIUS,7.8,,,
2007,Volkswagen,GOLF,7.9,Renkaat ja vanteet,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
2007,Mazda,6,7.9,Käyttöjarru,Käyttöjarrun dynamometritesti,Etuakselisto
2007,Audi,A4,8.0,Käyttöjarru,Renkaat ja vanteet,Jousitus ja iskunvaimennus
2007,Toyota,LAND CRUISER,8.2,,,
2007,Audi,TT,8.3,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus
2007,Subaru,FORESTER,8.4,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Renkaat ja vanteet
2007,Volkswagen,NEW BEETLE,8.6,,,
2007,Volvo,C30,8.9,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2007,Honda,JAZZ,8.9,Käyttöjarru,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
2007,Audi,A6,8.9,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
2007,Dodge,AVENGER,10.0,,,
2007,Seat,LEON,10.0,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Renkaat ja vanteet
2007,Skoda,OCTAVIA,10.1,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2007,Toyota,RAV4,10.2,Jousitus ja iskunvaimennus,Käyttöjarru,Taka-akselisto
2007,Honda,CIVIC,10.3,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
2007,Volvo,S40,10.4,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2007,Volkswagen,JETTA,10.7,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
2007,Audi,Q7,10.9,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
2007,Volkswagen,PASSAT,11.3,Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2007,Honda,FR-V,11.4,Käyttöjarru,Seisontajarrun dynamometritesti,Lähivalo
2007,Honda,CR-V,11.8,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru
2007,Volkswagen,POLO,12.1,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2007,Mercedes-Benz,G,12.2,,,
2007,BMW,X3,12.5,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
2007,Mitsubishi,LANCER,12.6,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
2007,Honda,ACCORD,12.6,Käyttöjarru,Etuakselisto,Käyttöjarrun dynamometritesti
2007,Kia,RIO,13.2,Käyttöjarru,Renkaat ja vanteet,Seisontajarrun dynamometritesti
2007,Volkswagen,TOURAN,13.4,Bensiinimoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2007,Mitsubishi,PAJERO,13.8,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
2007,Skoda,SUPERB,13.9,,,
2007,Saab,9-5,13.9,Taka-akselisto,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
2007,Jaguar,S-TYPE,14.1,,,
2007,Skoda,FABIA,14.1,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2007,Mini,COOPER/ ONE,14.2,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Bensiinimoottorin pakokaasumittaus
2007,Toyota,HIACE,14.2,,,
2007,Volvo,C70,14.2,Käyttöjarru,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
2007,Hyundai,I 30,14.3,,,
2007,Mercedes-Benz,A,14.3,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2007,Land Rover,RANGE ROVER,14.4,Etuakselisto,Jousitus ja iskunvaimennus,Taka-akselisto
2007,BMW,X5,14.4,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
2007,Mercedes-Benz,M,14.5,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2007,Volvo,V50,14.6,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2007,Seat,ALTEA,14.8,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Turvavyöt ja -varusteet
2007,Volvo,S60,14.8,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2007,Land Rover,DISCOVERY 3,14.9,,,
2007,Kia,PICANTO,15.1,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
2007,Peugeot,407,15.5,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
2007,Volvo,S80,15.5,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
2007,Ford,KA,15.6,Jousitus ja iskunvaimennus,Etuakselisto,Taka-akselisto
2007,Citroen,C2,15.9,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
2007,Volkswagen,CADDY,15.9,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet,Käyttöjarru
2007,Ford,FOCUS C-MAX,15.9,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2007,Mitsubishi,OUTLANDER,15.9,Taka-akselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2007,Hyundai,TUCSON,15.9,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2007,BMW,3,16.0,Taka-akselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2007,Suzuki,SX4,16.1,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
2007,Peugeot,206,16.4,Etuakselisto,Ohjausnivelet ja -tangot,Taka-akselisto
2007,Ford,S-MAX,16.5,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarru
2007,Volvo,V70,16.6,Käyttöjarru,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
2007,Kia,CERATO,16.6,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2007,Chevrolet,AVEO,16.8,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
2007,Citroen,XSARA PICASSO,17.1,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
2007,Opel,CORSA,17.4,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
2007,Saab,9-3,17.5,Jousitus ja iskunvaimennus,Taka-akselisto,Etuakselisto
2007,Kia,SPORTAGE,17.7,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2007,Nissan,MICRA,17.9,Ohjausnivelet ja -tangot,Etuakselisto,Renkaat ja vanteet
2007,Ford,GALAXY,18.0,,,
