Käyttöönottovuosi,Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy,Kolmanneksi yleisin hylkäyssyy
2007,Citroen,C3,18.0,Etuakselisto,Jarruvalo,Sisäinen valvontajärjestelmä (OBD)
2007,Skoda,ROOMSTER,18.0,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
2007,BMW,1,18.1,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2007,Land Rover,FREELANDER,18.5,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
2007,Ford,MONDEO,18.5,Dieselmoottorin pakokaasumittaus,Taka-akselisto,Käyttöjarru
2007,Nissan,X-TRAIL,18.5,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
2007,Seat,CORDOBA,18.6,Renkaat ja vanteet,Etuakselisto,Ohjausnivelet ja -tangot
2007,Fiat,BRAVO,18.8,,,
2007,Kia,CEED,18.8,Käyttöjarru,Taka-akselisto,Etuakselisto
2007,Hyundai,ACCENT,18.9,,,
2007,Chrysler,SEBRING,18.9,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
2007,Mazda,3,19.0,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2007,Volkswagen,CARAVELLE,19.2,,,
2007,Jaguar,X-TYPE,19.2,,,
2007,Nissan,NOTE,19.5,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2007,Jeep,CHEROKEE,19.5,Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2007,Ford,FOCUS,19.5,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2007,Citroen,C4 PICASSO,19.5,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
2007,Nissan,QASHQAI,19.8,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
2007,Volvo,XC90,20.0,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Etuakselisto
2007,Seat,IBIZA,20.7,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
2007,Mitsubishi,GRANDIS,20.8,Ohjausnivelet ja -tangot,Renkaat ja vanteet,Käyttöjarru
2007,Opel,VECTRA,21.1,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
2007,BMW,5,21.1,Ohjausnivelet ja -tangot,Käyttöjarru,Renkaat ja vanteet
2007,Mercedes-Benz,B,21.4,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
2007,Opel,MERIVA,21.4,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
2007,Fiat,PUNTO,21.5,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
2007,Nissan,TIIDA,21.6,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
2007,Mercedes-Benz,CLS,21.7,Etuakselisto,Ohjausnivelet ja -tangot,Renkaat ja vanteet
2007,Peugeot,207,21.9,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
2007,Hyundai,SANTA FE,22.2,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2007,Volkswagen,TRANSPORTER,22.3,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarru
2007,Opel,ASTRA,22.5,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Käyttöjarru
2007,Fiat,ALBEA,22.7,Etuakselisto,Ohjausnivelet ja -tangot,Bensiinimoottorin pakokaasumittaus
2007,Peugeot,307,22.7,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
2007,Mercedes-Benz,C,22.9,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2007,Opel,ANTARA,23.0,,,
2007,Citroen,C4,23.0,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
2007,Nissan,PRIMERA,23.8,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2007,Kia,MAGENTIS,24.2,Käyttöjarru,Seisontajarrun dynamometritesti,Taka-akselisto
2007,Citroen,C5,24.3,Etuakselisto,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
2007,Mercedes-Benz,E,24.4,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
2007,Ford,TOURNEO,25.2,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti,Etuakselisto
2007,Kia,CARENS,25.4,Seisontajarrun dynamometritesti,Taka-akselisto,Käyttöjarru
2007,Mazda,5,25.6,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2007,Kia,SORENTO,25.8,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
2007,Opel,ZAFIRA,26.7,Taka-akselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2007,Alfa Romeo,159,26.8,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2007,Renault,LAGUNA,26.9,Etuakselisto,Ohjausnivelet ja -tangot,Bensiinimoottorin pakokaasumittaus
2007,Chevrolet,CAPTIVA,27.0,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
2007,Renault,CLIO,27.5,Etuakselisto,Ohjausnivelet ja -tangot,Renkaat ja vanteet
2007,Chevrolet,KALOS,28.0,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
2007,Hyundai,SONATA,28.3,Seisontajarrun dynamometritesti,Käyttöjarru,Etuakselisto
2007,Chevrolet,NUBIRA,28.6,Seisontajarrun dynamometritesti,Käyttöjarru,Etuakselisto
2007,Renault,MEGANE,28.6,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2007,Dodge,NITRO,30.1,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
2007,Mazda,CX-7,30.4,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
2007,Chevrolet,EPICA,30.7,Seisontajarrun dynamometritesti,Taka-akselisto,Käyttöjarru
2007,Fiat,CROMA,30.9,Jousitus ja iskunvaimennus,Taka-akselisto,Ohjausnivelet ja -tangot
2007,Chrysler,VOYAGER,31.4,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
2007,Fiat,STILO,33.8,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Etuakselisto
2007,Jeep,PATRIOT,35.5,Taka-akselisto,Etuakselisto,Dieselmoottorin pakokaasumittaus
2007,Kia,CARNIVAL,35.9,Taka-akselisto,Etuakselisto,Seisontajarrun dynamometritesti
2007,Nissan,PATHFINDER,39.9,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
2007,Chrysler,300,40.0,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot
2007,Jeep,COMPASS,40.1,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
2007,Dodge,CALIBER,46.5,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
2006,* Kaikki yhteensä *,,18.3,,,
2006,Lexus,RX400H,5.0,,,
2006,Citroen,C1,5.8,,,
2006,Toyota,LAND CRUISER,5.9,,,
2006,Peugeot,107,6.5,,,
2006,Toyota,YARIS,6.5,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Renkaat ja vanteet
2006,Mazda,2,6.6,,,
2006,Toyota,COROLLA,6.7,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
2006,Mercedes-Benz,SLK,7.7,,,
2006,Nissan,ALMERA,7.9,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2006,Subaru,LEGACY,8.5,,,
2006,Toyota,AYGO,8.8,Käyttöjarru,Renkaat ja vanteet,Etuakselisto
2006,Subaru,IMPREZA,9.1,,,
2006,Toyota,AVENSIS,9.3,Käyttöjarru,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
2006,Hyundai,GETZ,9.4,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet,Käyttöjarrun dynamometritesti
2006,Lexus,IS250,9.4,,,
2006,Suzuki,LIANA,9.7,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Käyttöjarru
2006,Mitsubishi,COLT,9.7,,,
2006,Audi,A6,9.8,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Etuakselisto
2006,Toyota,RAV4,9.9,Jousitus ja iskunvaimennus,Käyttöjarru,Taka-akselisto
2006,Suzuki,GRAND VITARA,10.1,,,
2006,Smart,FORFOUR,10.3,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
2006,Ford,FUSION,10.7,,,
2006,Honda,CR-V,10.9,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Asiapaperit
2006,Ford,FIESTA,11.0,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2006,Subaru,FORESTER,11.0,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
2006,Suzuki,SX4,11.3,,,
2006,Volkswagen,GOLF,11.4,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
2006,Audi,Q7,11.4,Käyttöjarru,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2006,Ford,MAVERICK,11.4,,,
2006,Audi,A4,11.5,Käyttöjarru,Renkaat ja vanteet,Etuakselisto
2006,Honda,JAZZ,11.6,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
2006,Jaguar,S-TYPE,12.4,,,
2006,Toyota,PRIUS,12.8,,,
2006,Mini,COOPER/ ONE,12.9,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Bensiinimoottorin pakokaasumittaus
2006,Mercedes-Benz,S,12.9,,,
2006,Audi,TT,12.9,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
2006,Volkswagen,TOUAREG,13.2,,,
2006,Mazda,6,13.3,Käyttöjarru,Käyttöjarrun dynamometritesti,Etuakselisto
2006,Suzuki,SWIFT,13.9,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
2006,Honda,FR-V,14.0,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Renkaat ja vanteet
2006,Volkswagen,JETTA,14.1,Käyttöjarru,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2006,Audi,A3,14.5,Käyttöjarru,Dieselmoottorin pakokaasumittaus,Etuakselisto
2006,Land Rover,RANGE ROVER,14.6,,,
2006,Toyota,HIACE,14.7,,,
2006,Seat,LEON,14.7,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
2006,Honda,CIVIC,14.7,Käyttöjarru,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2006,Mitsubishi,LANCER,14.9,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD),Taka-akselisto
2006,Volkswagen,POLO,15.0,Etuakselisto,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
2006,Nissan,MICRA,15.8,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
2006,Volkswagen,CADDY,16.2,Käyttöjarru,Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus
2006,Kia,CERATO,16.4,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
2006,Honda,ACCORD,16.7,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
2006,Volvo,S60,16.7,Ohjausnivelet ja -tangot,Käyttöjarru,Seisontajarrun dynamometritesti
2006,Ford,MONDEO,16.7,Käyttöjarru,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2006,Volvo,C70,16.9,Ohjausnivelet ja -tangot,Käyttöjarru,Jousitus ja iskunvaimennus
2006,Volvo,S40,17.2,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2006,Ford,GALAXY,17.4,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Käyttöjarru
2006,Opel,CORSA,17.4,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2006,Volvo,S80,17.9,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
2006,Ford,KA,17.9,Jousitus ja iskunvaimennus,Etuakselisto,Alustan kotelot ja pohjalevy
2006,Volkswagen,PASSAT,17.9,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
2006,Smart,SMART,17.9,,,
2006,Saab,9-5,17.9,Taka-akselisto,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
2006,BMW,X3,18.0,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
2006,Mercedes-Benz,A,18.1,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2006,Mercedes-Benz,M,18.5,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2006,Opel,MERIVA,18.8,Ohjausnivelet ja -tangot,Käyttöjarru,Jousitus ja iskunvaimennus
2006,Kia,RIO,18.9,Käyttöjarru,Ohjausnivelet ja -tangot,Etuakselisto
2006,Seat,ALTEA,19.0,Käyttöjarru,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus
2006,Mitsubishi,PAJERO,19.0,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
2006,Skoda,OCTAVIA,19.0,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
2006,Ford,S-MAX,19.4,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2006,BMW,X5,19.5,,,
2006,Citroen,XSARA PICASSO,19.6,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2006,Jeep,CHEROKEE,20.1,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti
2006,Fiat,PUNTO,20.2,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
2006,Volvo,V50,20.2,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2006,Peugeot,206,20.4,Etuakselisto,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
2006,Mercedes-Benz,B,20.4,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Etuakselisto
2006,Nissan,NOTE,20.5,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2006,Hyundai,MATRIX,20.5,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
2006,Kia,MAGENTIS,20.5,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Seisontajarrun dynamometritesti
2006,Skoda,SUPERB,20.6,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
2006,Peugeot,207,20.6,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2006,Kia,PICANTO,20.6,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
2006,BMW,3,21.2,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2006,Nissan,PRIMERA,21.4,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2006,Citroen,C3,21.6,Etuakselisto,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD)
2006,Skoda,FABIA,21.6,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarrun dynamometritesti
2006,BMW,1,21.7,Käyttöjarru,Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
2006,Lada-Vaz,112,21.8,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
2006,Volkswagen,TOURAN,21.9,Käyttöjarru,Etuakselisto,Jousitus ja iskunvaimennus
2006,Skoda,ROOMSTER,21.9,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
2006,Chevrolet,KALOS,22.0,Etuakselisto,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
2006,Ford,FOCUS C-MAX,22.1,Jousitus ja iskunvaimennus,Etuakselisto,Bensiinimoottorin pakokaasumittaus
2006,Opel,ASTRA,22.5,Jousitus ja iskunvaimennus,Käyttöjarru,Ohjausnivelet ja -tangot
2006,Land Rover,DISCOVERY 3,22.7,Taka-akselisto,Ohjausnivelet ja -tangot,Etuakselisto
2006,Mazda,3,22.8,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2006,Volvo,V70,23.0,Käyttöjarru,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2006,Volvo,XC90,23.4,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2006,Ford,FOCUS,24.0,Jousitus ja iskunvaimennus,Etuakselisto,Taka-akselisto
2006,Seat,CORDOBA,24.1,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
2006,Hyundai,SONATA,24.2,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto
2006,BMW,5,24.3,Ohjausnivelet ja -tangot,Käyttöjarru,Renkaat ja vanteet
2006,Citroen,C2,24.6,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
2006,Chevrolet,CAPTIVA,24.6,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Asiapaperit
2006,Volkswagen,TRANSPORTER,24.6,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Etuakselisto
2006,Kia,SPORTAGE,24.7,Käyttöjarru,Etuakselisto,Jousitus ja iskunvaimennus
2006,Hyundai,ELANTRA,24.8,,,
2006,Saab,9-3,24.8,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2006,Hyundai,SANTA FE,24.8,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2006,Citroen,C4,24.9,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto
2006,Peugeot,307,24.9,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto
2006,Peugeot,1007,25.2,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
2006,Mitsubishi,GRANDIS,25.4,Ohjausnivelet ja -tangot,Käyttöjarru,Käyttöjarrun dynamometritesti
2006,Nissan,X-TRAIL,25.4,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Etuakselisto
2006,Hyundai,TUCSON,25.5,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2006,Citroen,C5,25.7,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2006,Opel,VECTRA,25.7,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
2006,Renault,CLIO,26.0,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Etuakselisto
2006,Hyundai,ACCENT,26.2,Käyttöjarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
2006,Peugeot,407,26.9,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
2006,Mercedes-Benz,CLS,26.9,Etuakselisto,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
2006,Chevrolet,AVEO,27.4,Etuakselisto,Käyttöjarrun dynamometritesti,Käyttöjarru
2006,Chevrolet,NUBIRA,27.6,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
2006,Peugeot,607,27.9,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2006,Kia,SORENTO,28.1,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
2006,Mercedes-Benz,E,28.4,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
2006,Citroen,BERLINGO,29.0,Etuakselisto,Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus
2006,Chevrolet,EPICA,29.5,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
2006,Chevrolet,EVANDA,29.8,Ohjausnivelet ja -tangot,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
2006,Renault,MEGANE,30.3,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2006,Mitsubishi,OUTLANDER,30.3,Taka-akselisto,Ohjausnivelet ja -tangot,Käyttöjarru
2006,Opel,ZAFIRA,30.6,Taka-akselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2006,Chrysler,PT CRUISER,30.6,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
2006,Renault,MODUS,30.8,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Etuakselisto
2006,Mazda,5,31.4,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2006,Nissan,PATHFINDER,31.4,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot
2006,Chrysler,SEBRING,31.6,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD),Taka-akselisto
2006,Lada-Vaz,111,31.7,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
2006,Mercedes-Benz,C,33.3,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
2006,Hyundai,TRAJET,33.3,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Etuakselisto
2006,Chrysler,VOYAGER,33.5,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
2006,Seat,IBIZA,34.6,Käyttöjarru,Etuakselisto,Seisontajarrun dynamometritesti
2006,Fiat,STILO,35.0,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2006,Alfa Romeo,159,35.2,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
2006,Fiat,CROMA,35.9,Jousitus ja iskunvaimennus,Taka-akselisto,Ohjausnivelet ja -tangot
2006,Chrysler,300,38.5,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot
2006,Renault,LAGUNA,39.2,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
2006,Peugeot,807,41.0,Seisontajarrun dynamometritesti,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2006,Dodge,CALIBER,52.3,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
2005,* Kaikki yhteensä *,,21.5,,,
2005,Suzuki,GRAND VITARA,5.4,Sisäinen valvontajärjestelmä (OBD),Taka-akselisto,Käyttöjarrun dynamometritesti
2005,Toyota,LAND CRUISER,6.2,,,
2005,Toyota,RAV4,6.4,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
2005,Honda,HR-V,7.4,,,
2005,Ford,FUSION,7.9,,,
2005,Hyundai,GETZ,8.5,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet,Käyttöjarrun dynamometritesti
2005,Toyota,COROLLA,8.6,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
2005,Toyota,AVENSIS,9.6,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
2005,Honda,CIVIC,9.8,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Jousitus ja iskunvaimennus
2005,Subaru,FORESTER,10.1,Jousitus ja iskunvaimennus,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
2005,Toyota,YARIS,11.3,Käyttöjarru,Käyttöjarrun dynamometritesti,Renkaat ja vanteet
2005,Audi,A6,11.8,Käyttöjarru,Etuakselisto,Jousitus ja iskunvaimennus
2005,Subaru,LEGACY,11.9,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus,Käyttöjarru
2005,Ford,FIESTA,12.2,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
2005,Honda,CR-V,12.3,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru,Asiapaperit
2005,Hyundai,SANTA FE,12.7,Käyttöjarru,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2005,Mitsubishi,COLT,13.0,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
2005,Honda,JAZZ,13.1,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
2005,Volkswagen,BORA,13.3,Käyttöjarru,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
2005,Smart,FORFOUR,13.5,Seisontajarrun dynamometritesti,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
2005,Nissan,ALMERA,13.6,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
2005,Subaru,IMPREZA,13.9,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
2005,Audi,A4,14.1,Käyttöjarru,Etuakselisto,Jousitus ja iskunvaimennus
2005,Toyota,PRIUS,14.6,,,
2005,Mercedes-Benz,SLK,14.9,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
2005,Mitsubishi,PAJERO,15.2,Etuakselisto,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
2005,Suzuki,LIANA,15.3,,,
2005,Volkswagen,TOUAREG,15.7,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
2005,Honda,FR-V,16.0,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
2005,BMW,X3,16.0,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto
2005,Honda,ACCORD,16.0,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
2005,Volkswagen,GOLF,16.2,Käyttöjarru,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
2005,Jaguar,S-TYPE,16.3,Seisontajarrun dynamometritesti,Taka-akselisto,Käyttöjarru
2005,Saab,9-5,17.1,Taka-akselisto,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
2005,Volkswagen,JETTA,17.2,Käyttöjarru,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2005,Volvo,S60,17.2,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
2005,Audi,A3,18.0,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
2005,Mini,COOPER/ ONE,18.5,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
2005,Seat,TOLEDO,18.5,Käyttöjarru,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2005,Kia,CERATO,18.8,Käyttöjarru,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
2005,Volkswagen,PASSAT,18.9,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
2005,Volvo,S40,19.0,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
2005,Land Rover,DISCOVERY 3,19.2,Taka-akselisto,Ohjausnivelet ja -tangot,Etuakselisto
