,model_year,brand,model,checked_cars,fail_pct,driven_avg,driven_med,reason_1,reason_2,reason_3
1411,2011,Volvo,V60,1600,6.19,144000,138000,Renkaat ja vanteet,Käyttöjarru,
1412,2011,Volvo,V70,2121,7.54,186000,169000,Käyttöjarru,Renkaat ja vanteet,Taka-akselisto
1413,2011,Volvo,XC60,1694,5.61,153000,147000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,
1414,2012,Alfa Romeo,GIULIETTA,224,9.82,82000,76000,Sisäinen valvontajärjestelmä (OBD),,
1415,2012,Audi,A1,299,3.34,64000,60000,,,
1416,2012,Audi,A3,923,4.33,91000,85000,Renkaat ja vanteet,,
1417,2012,Audi,A4,2303,3.0,115000,108000,Renkaat ja vanteet,,
1418,2012,Audi,A5,600,4.0,105000,97000,,,
1419,2012,Audi,A6,1651,2.12,133000,125000,Renkaat ja vanteet,,
1420,2012,Audi,A7,129,1.55,108000,104000,,,
1421,2012,Audi,Q3,421,4.28,93000,85000,,,
1422,2012,Audi,Q5,507,2.76,118000,113000,,,
1423,2012,Audi,Q7,111,1.8,121000,119000,,,
1424,2012,BMW,1,912,6.8,88000,83000,Käyttöjarru,Renkaat ja vanteet,
1425,2012,BMW,3,1509,5.37,117000,109000,Jousitus ja iskunvaimennus,,
1426,2012,BMW,5,1859,8.61,135000,126000,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1427,2012,BMW,X1,333,4.5,101000,94000,,,
1428,2012,BMW,X3,664,7.08,120000,111000,Taka-akselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
1429,2012,BMW,X5,111,4.5,113000,106000,,,
1430,2012,Chevrolet,AVEO,142,9.15,65000,62000,,,
1431,2012,Chevrolet,CRUZE,657,7.0,86000,83000,Käyttöjarru,,
1432,2012,Citroen,BERLINGO,195,9.74,99000,90000,Etuakselisto,,
1433,2012,Citroen,C1,111,0.9,50000,47000,,,
1434,2012,Citroen,C3,471,9.13,60000,56000,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Käyttöjarru
1435,2012,Citroen,C4,729,6.72,78000,71000,Etuakselisto,Käyttöjarru,
1436,2012,Citroen,C4 PICASSO,201,19.4,105000,92000,Etuakselisto,,
1437,2012,Citroen,C5,524,14.69,114000,104000,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Etuakselisto
1438,2012,Citroen,DS3,151,8.61,67000,63000,,,
1439,2012,Citroen,DS4,108,12.96,83000,75000,,,
1440,2012,Citroen,DS5,232,10.78,100000,94000,Etuakselisto,,
1441,2012,Dacia,DUSTER,487,10.27,93000,87000,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
1442,2012,Fiat,500,237,27.0,53000,51000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
1443,2012,Fiat,PUNTO,279,12.54,59000,55000,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
1444,2012,Ford,FIESTA,1836,10.02,66000,63000,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,
1445,2012,Ford,FOCUS,3335,4.44,91000,85000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,
1446,2012,Ford,FOCUS C-MAX,847,5.67,114000,108000,Renkaat ja vanteet,Etuakselisto,Käyttöjarru
1447,2012,Ford,GALAXY,117,15.38,179000,158000,,,
1448,2012,Ford,KUGA,216,3.24,115000,110000,,,
1449,2012,Ford,MONDEO,1485,9.63,137000,125000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Taka-akselisto
1450,2012,Ford,S-MAX,298,15.44,148000,136000,Jousitus ja iskunvaimennus,Taka-akselisto,Käyttöjarru
1451,2012,Ford,TRANSIT,105,20.0,239000,229000,,,
1452,2012,Honda,ACCORD,348,4.31,106000,102000,,,
1453,2012,Honda,CIVIC,1153,2.43,69000,66000,,,
1454,2012,Honda,CR-V,1235,2.51,102000,95000,,,
1455,2012,Honda,JAZZ,316,3.16,65000,63000,,,
1456,2012,Hyundai,I20,1397,6.59,63000,58000,Käyttöjarrun dynamometritesti,Käyttöjarru,Seisontajarrun dynamometritesti
1457,2012,Hyundai,I40,785,17.7,117000,104000,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
1458,2012,Hyundai,IX20,284,4.93,63000,57000,,,
1459,2012,Hyundai,IX35,430,13.72,94000,88000,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Käyttöjarru
1460,2012,Hyundai,i30,1324,6.42,86000,78000,Ohjausnivelet ja -tangot,Käyttöjarru,Seisontajarrun dynamometritesti
1461,2012,Jaguar,XF,114,2.63,107000,103000,,,
1462,2012,Jeep,COMPASS,177,15.25,88000,84000,Taka-akselisto,,
1463,2012,Kia,CEED,2111,5.68,84000,79000,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Renkaat ja vanteet
1464,2012,Kia,OPTIMA,113,15.04,113000,101000,,,
1465,2012,Kia,PICANTO,360,6.11,50000,46000,,,
1466,2012,Kia,RIO,1491,4.69,64000,60000,Käyttöjarru,,
1467,2012,Kia,SORENTO,295,16.27,123000,115000,Seisontajarrun dynamometritesti,Etuakselisto,Taka-akselisto
1468,2012,Kia,SOUL,116,8.62,81000,76000,,,
1469,2012,Kia,SPORTAGE,1045,17.22,91000,84000,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Käyttöjarru
1470,2012,Kia,VENGA,621,8.37,67000,60000,Jousitus ja iskunvaimennus,Käyttöjarru,
1471,2012,Land Rover,RANGE ROVER,259,2.7,103000,101000,,,
1472,2012,Lexus,CT200H,174,1.72,85000,80000,,,
1473,2012,Mazda,3,329,2.13,69000,61000,,,
1474,2012,Mazda,6,613,4.24,94000,88000,,,
1475,2012,Mazda,CX-5,227,3.52,99000,89000,,,
1476,2012,Mercedes-Benz,A,469,7.46,73000,64000,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),
1477,2012,Mercedes-Benz,B,855,6.32,93000,81000,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),
1478,2012,Mercedes-Benz,C,2383,5.37,131000,120000,Seisontajarrun dynamometritesti,Renkaat ja vanteet,Käyttöjarru
1479,2012,Mercedes-Benz,CLS,151,7.95,104000,103000,,,
1480,2012,Mercedes-Benz,E,1720,8.55,183000,156000,Käyttöjarru,Seisontajarrun dynamometritesti,Renkaat ja vanteet
1481,2012,Mercedes-Benz,GLK,423,8.27,115000,111000,Jousitus ja iskunvaimennus,,
1482,2012,Mercedes-Benz,M,449,8.46,120000,116000,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),
1483,2012,Mercedes-Benz,SPRINTER,196,23.98,349000,351000,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
1484,2012,Mercedes-Benz,VITO,150,30.0,295000,324000,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Etuakselisto
1485,2012,Mini,COOPER,276,7.25,74000,70000,,,
1486,2012,Mitsubishi,ASX,763,1.97,94000,90000,,,
1487,2012,Mitsubishi,LANCER,112,3.57,76000,74000,,,
1488,2012,Mitsubishi,OUTLANDER,357,9.24,116000,112000,Seisontajarrun dynamometritesti,,
1489,2012,Nissan,JUKE,763,3.8,74000,69000,Etuakselisto,,
1490,2012,Nissan,MICRA,608,11.68,55000,50000,Etuakselisto,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
1491,2012,Nissan,NOTE,516,12.02,72000,68000,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1492,2012,Nissan,QASHQAI,3714,5.63,86000,81000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
1493,2012,Nissan,QASHQAI+2,1252,10.3,109000,103000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
1494,2012,Opel,AMPERA,164,17.06,98000,87000,Sisäinen valvontajärjestelmä (OBD),,
1495,2012,Opel,ASTRA,2030,4.09,86000,83000,Jousitus ja iskunvaimennus,Käyttöjarru,
1496,2012,Opel,CORSA,457,9.19,62000,58000,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
1497,2012,Opel,INSIGNIA,679,5.3,120000,110000,Käyttöjarru,,
1498,2012,Opel,MERIVA,140,4.29,70000,66000,,,
1499,2012,Opel,ZAFIRA,388,7.22,121000,113000,Käyttöjarru,,
1500,2012,Peugeot,107,124,2.42,58000,52000,,,
1501,2012,Peugeot,206,557,17.95,55000,50000,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti,Taka-akselisto
1502,2012,Peugeot,207,106,8.49,81000,69000,,,
1503,2012,Peugeot,208,495,4.85,67000,60000,,,
1504,2012,Peugeot,3008,445,15.73,93000,86000,Etuakselisto,,
1505,2012,Peugeot,308,528,11.93,85000,80000,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
1506,2012,Peugeot,5008,130,16.92,122000,114000,Etuakselisto,,
1507,2012,Peugeot,508,810,5.19,111000,101000,Etuakselisto,Renkaat ja vanteet,Käyttöjarru
1508,2012,Renault,CLIO,203,28.56,70000,58000,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
1509,2012,Renault,MEGANE,662,12.54,88000,82000,Käyttöjarru,Käyttöjarrun dynamometritesti,Etuakselisto
1510,2012,Renault,MEGANE SCENIC,180,12.78,111000,102000,Etuakselisto,,
1511,2012,Renault,TWINGO,130,18.45,54000,49000,Etuakselisto,,
1512,2012,Seat,ALHAMBRA,177,6.78,130000,119000,,,
1513,2012,Seat,ALTEA XL,147,8.84,121000,116000,,,
1514,2012,Seat,EXEO,157,5.73,117000,110000,,,
1515,2012,Seat,IBIZA,720,4.03,76000,71000,Renkaat ja vanteet,,
1516,2012,Seat,LEON,187,4.28,89000,85000,,,
1517,2012,Skoda,CITIGO,415,6.27,66000,67000,Turvavyöt ja -varusteet,,
1518,2012,Skoda,FABIA,893,4.7,75000,71000,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),
1519,2012,Skoda,OCTAVIA,4480,5.58,109000,100000,Käyttöjarrun dynamometritesti,Käyttöjarru,Bensiinimoottorin pakokaasumittaus
1520,2012,Skoda,ROOMSTER,370,4.59,87000,81000,,,
1521,2012,Skoda,SUPERB,1423,5.2,151000,141000,Renkaat ja vanteet,Käyttöjarru,
1522,2012,Skoda,YETI,880,3.41,94000,86000,,,
1523,2012,Subaru,FORESTER,413,6.54,111000,105000,Käyttöjarru,Taka-akselisto,
1524,2012,Subaru,LEGACY,296,9.46,124000,119000,Taka-akselisto,,
1525,2012,Subaru,XV,295,8.14,85000,75000,,,
1526,2012,Suzuki,ALTO,131,3.05,48000,43000,,,
1527,2012,Suzuki,SWIFT,150,0.67,66000,63000,,,
1528,2012,Suzuki,SX4,451,10.64,69000,67000,Jousitus ja iskunvaimennus,,
1529,2012,Toyota,AURIS,1705,1.64,70000,66000,,,
1530,2012,Toyota,AVENSIS,4197,2.38,104000,95000,Renkaat ja vanteet,,
1531,2012,Toyota,AYGO,278,4.32,62000,53000,,,
1532,2012,Toyota,COROLLA,927,1.51,69000,63000,,,
1533,2012,Toyota,LAND CRUISER,183,0.55,132000,124000,,,
1534,2012,Toyota,PRIUS,314,2.55,93000,83000,,,
1535,2012,Toyota,PRIUS PLUS,195,3.08,119000,105000,,,
1536,2012,Toyota,RAV4,520,5.0,97000,95000,Jousitus ja iskunvaimennus,,
1537,2012,Toyota,VERSO,1548,3.04,93000,79000,,,
1538,2012,Toyota,YARIS,2991,3.24,61000,55000,Jousitus ja iskunvaimennus,,
1539,2012,Toyota,YARIS HYBRID,247,6.07,67000,61000,Käyttöjarru,,
1540,2012,Volkswagen,BEETLE,566,5.83,67000,64000,Etuakselisto,,
1541,2012,Volkswagen,CADDY,615,7.15,161000,129000,Renkaat ja vanteet,,
1542,2012,Volkswagen,CARAVELLE,136,25.73,127000,125000,Ohjausnivelet ja -tangot,,
1543,2012,Volkswagen,CC,191,6.28,115000,109000,,,
1544,2012,Volkswagen,GOLF,4980,6.2,88000,81000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Käyttöjarrun dynamometritesti
1545,2012,Volkswagen,JETTA,935,9.95,90000,83000,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
1546,2012,Volkswagen,PASSAT,2907,5.26,134000,126000,Renkaat ja vanteet,,
1547,2012,Volkswagen,POLO,1371,5.03,67000,61000,Jousitus ja iskunvaimennus,Käyttöjarru,Turvavyöt ja -varusteet
1548,2012,Volkswagen,SHARAN,258,9.3,154000,132000,,,
1549,2012,Volkswagen,TIGUAN,879,3.53,110000,104000,Jousitus ja iskunvaimennus,,
1550,2012,Volkswagen,TOURAN,593,10.12,128000,110000,Renkaat ja vanteet,Käyttöjarru,Käyttöjarrun dynamometritesti
1551,2012,Volkswagen,TRANSPORTER,222,20.72,282000,297000,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,
1552,2012,Volkswagen,UP!,377,4.77,55000,51000,,,
1553,2012,Volvo,C70,389,4.63,143000,129000,,,
1554,2012,Volvo,S40,253,6.32,106000,96000,,,
1555,2012,Volvo,S60,652,8.44,108000,100000,Etuakselisto,Renkaat ja vanteet,Dieselmoottorin pakokaasumittaus
1556,2012,Volvo,S80,242,7.44,148000,116000,,,
1557,2012,Volvo,V40,763,3.28,97000,93000,,,
1558,2012,Volvo,V50,1166,7.89,116000,113000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Etuakselisto
1559,2012,Volvo,V60,1429,7.14,123000,117000,Etuakselisto,Renkaat ja vanteet,
1560,2012,Volvo,V70,1675,10.87,166000,146000,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
1561,2012,Volvo,XC60,1352,3.33,130000,121000,Käyttöjarru,,
1562,2014,Audi,A3,1830,1.69,58000,52000,,,
1563,2014,Audi,A4,1432,1.47,76000,70000,Renkaat ja vanteet,,
1564,2014,Audi,A5,267,0.75,70000,62000,,,
1565,2014,Audi,A6,815,1.84,87000,77000,,,
1566,2014,Audi,Q3,432,1.85,64000,58000,,,
1567,2014,Audi,Q5,465,1.08,74000,67000,,,
1568,2014,BMW,1,459,1.74,52000,48000,,,
1569,2014,BMW,3,1593,3.01,72000,65000,Valmistajan kilpi,,
1570,2014,BMW,5,1305,2.68,93000,78000,,,
1571,2014,BMW,X1,149,0.67,62000,57000,,,
1572,2014,BMW,X3,224,5.8,72000,67000,,,
1573,2014,BMW,X5,211,2.84,74000,70000,,,
1574,2014,Citroen,BERLINGO,212,1.89,61000,54000,,,
1575,2014,Citroen,C1,121,1.65,37000,38000,,,
1576,2014,Citroen,C3,425,0.71,38000,33000,,,
1577,2014,Citroen,C4,415,6.27,55000,48000,Etuakselisto,,
1578,2014,Citroen,C4 CACTUS,123,4.07,50000,44000,,,
1579,2014,Citroen,C4 PICASSO,308,3.9,74000,64000,,,
1580,2014,Citroen,C5,182,8.24,81000,67000,,,
1581,2014,Dacia,DUSTER,640,8.91,56000,53000,Ohjausnivelet ja -tangot,,
1582,2014,Dacia,LOGAN,269,9.67,57000,50000,Etuakselisto,,
1583,2014,Dacia,SANDERO,236,17.8,45000,42000,Etuakselisto,,
1584,2014,Fiat,500,118,7.63,43000,37000,,,
1585,2014,Ford,B-MAX,140,4.29,40000,35000,,,
1586,2014,Ford,FIESTA,1976,3.19,41000,38000,,,
1587,2014,Ford,FOCUS,1937,2.58,54000,50000,,,
1588,2014,Ford,FOCUS C-MAX,439,1.37,67000,58000,,,
1589,2014,Ford,KUGA,338,2.07,73000,68000,,,
1590,2014,Ford,MONDEO,1179,3.82,94000,74000,Renkaat ja vanteet,,
1591,2014,Ford,S-MAX,247,7.69,132000,104000,,,
1592,2014,Ford,TOURNEO CONNECT,185,5.95,98000,79000,,,
1593,2014,Ford,TRANSIT,112,8.04,219000,221000,,,
1594,2014,Honda,ACCORD,117,1.71,60000,51000,,,
1595,2014,Honda,CIVIC,1202,1.25,49000,44000,,,
1596,2014,Honda,CR-V,930,1.18,62000,56000,,,
1597,2014,Honda,JAZZ,276,0.72,32000,29000,,,
1598,2014,Hyundai,I20,842,5.34,38000,35000,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
1599,2014,Hyundai,I40,241,11.62,90000,63000,Ohjausnivelet ja -tangot,Etuakselisto,
1600,2014,Hyundai,IX35,148,5.41,58000,52000,,,
1601,2014,Hyundai,i30,534,2.25,55000,49000,,,
1602,2014,Jaguar Land Rover Limited,RANGE,152,5.26,66000,60000,,,
1603,2014,Kia,CARENS,205,5.37,63000,54000,,,
1604,2014,Kia,CEED,1440,1.32,51000,47000,,,
1605,2014,Kia,OPTIMA,117,7.69,94000,68000,,,
1606,2014,Kia,PICANTO,284,4.93,32000,28000,,,
1607,2014,Kia,RIO,2031,3.45,39000,36000,Etuakselisto,,
1608,2014,Kia,SORENTO,138,13.77,78000,73000,,,
1609,2014,Kia,SPORTAGE,750,5.07,57000,51000,Seisontajarrun dynamometritesti,Taka-akselisto,Ohjausnivelet ja -tangot
1610,2014,Kia,VENGA,311,2.57,36000,33000,,,
1611,2014,Mazda,3,663,1.66,44000,42000,,,
1612,2014,Mazda,6,426,3.29,61000,56000,,,
1613,2014,Mazda,CX-5,391,0.77,64000,60000,,,
1614,2014,Mercedes-Benz,A,967,2.48,46000,42000,Sisäinen valvontajärjestelmä (OBD),,
1615,2014,Mercedes-Benz,B,427,2.81,50000,42000,,,
1616,2014,Mercedes-Benz,C,1471,5.71,72000,56000,Jousitus ja iskunvaimennus,,
1617,2014,Mercedes-Benz,CLA,283,5.3,56000,49000,Sisäinen valvontajärjestelmä (OBD),,
1618,2014,Mercedes-Benz,E,1284,7.17,166000,148000,Käyttöjarru,Renkaat ja vanteet,Taka-akselisto
1619,2014,Mercedes-Benz,GLA,242,2.89,51000,47000,,,
1620,2014,Mercedes-Benz,GLK,148,2.03,69000,60000,,,
1621,2014,Mercedes-Benz,M,105,3.81,73000,72000,,,
1622,2014,Mercedes-Benz,S,128,2.34,57000,53000,,,
1623,2014,Mercedes-Benz,SPRINTER,280,13.21,248000,242000,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
1624,2014,Mini,COOPER,172,0.58,44000,39000,,,
1625,2014,Mitsubishi,ASX,879,3.3,54000,50000,Seisontajarrun dynamometritesti,,
1626,2014,Mitsubishi,OUTLANDER,445,3.6,71000,64000,,,
1627,2014,Mitsubishi,SPACE STAR,108,1.85,29000,26000,,,
1628,2014,Nissan,JUKE,322,3.42,43000,41000,,,
1629,2014,Nissan,MICRA,403,5.71,36000,33000,,,
1630,2014,Nissan,NOTE,893,2.69,44000,40000,,,
1631,2014,Nissan,PULSAR,107,3.74,42000,40000,,,
1632,2014,Nissan,QASHQAI,3679,4.35,57000,52000,Jousitus ja iskunvaimennus,,
1633,2014,Nissan,X-TRAIL,195,3.59,77000,71000,,,
1634,2014,Opel,ASTRA,1136,1.23,54000,51000,,,
1635,2014,Opel,CORSA,415,1.2,39000,37000,,,
1636,2014,Opel,INSIGNIA,1047,6.49,77000,68000,Taka-akselisto,,
1637,2014,Opel,MERIVA,133,4.51,38000,32000,,,
1638,2014,Opel,MOKKA,1004,1.89,47000,43000,,,
1639,2014,Opel,ZAFIRA,159,4.4,84000,67000,,,
1640,2014,Peugeot,2008,217,2.3,45000,41000,,,
1641,2014,Peugeot,208,662,1.81,36000,32000,Etuakselisto,,
1642,2014,Peugeot,3008,163,11.04,59000,54000,Etuakselisto,,
1643,2014,Peugeot,308,751,3.86,53000,48000,,,
1644,2014,Peugeot,508,343,2.62,80000,71000,,,
1645,2014,Renault,CAPTUR,245,8.57,39000,36000,Etuakselisto,,
1646,2014,Renault,CLIO,796,9.92,44000,39000,Etuakselisto,,
1647,2014,Renault,MEGANE,302,4.97,52000,48000,,,
1648,2014,Renault,MEGANE SCENIC,103,9.71,75000,67000,,,
1649,2014,Seat,ALHAMBRA,102,2.94,107000,86000,,,
1650,2014,Seat,IBIZA,306,1.96,46000,41000,,,
1651,2014,Seat,LEON,263,1.52,56000,52000,,,
1652,2014,Seat,LEON ST,539,2.04,69000,65000,,,
1653,2014,Seat,TOLEDO,271,2.58,48000,47000,,,
1654,2014,Skoda,CITIGO,123,0.0,33000,28000,,,
1655,2014,Skoda,FABIA,357,0.28,42000,37000,,,
1656,2014,Skoda,OCTAVIA,5129,1.64,74000,66000,,,
1657,2014,Skoda,RAPID,1049,1.81,50000,48000,,,
1658,2014,Skoda,ROOMSTER,104,2.88,56000,45000,,,
1659,2014,Skoda,SUPERB,1033,3.29,122000,107000,Renkaat ja vanteet,,
1660,2014,Skoda,YETI,692,1.45,59000,52000,,,
1661,2014,Subaru,FORESTER,502,1.39,60000,52000,,,
1662,2014,Subaru,LEGACY,160,3.13,85000,69000,,,
1663,2014,Subaru,XV,112,0.89,50000,44000,,,
1664,2014,Suzuki,SX4,438,2.51,47000,41000,,,
1665,2014,Toyota,AURIS,3405,0.88,48000,44000,,,
1666,2014,Toyota,AVENSIS,2339,1.2,67000,56000,,,
1667,2014,Toyota,AYGO,273,2.93,37000,27000,,,
1668,2014,Toyota,COROLLA,932,0.54,44000,38000,,,
1669,2014,Toyota,RAV4,710,0.85,69000,62000,,,
1670,2014,Toyota,VERSO,690,1.45,61000,50000,,,
1671,2014,Toyota,YARIS,1851,1.51,36000,32000,,,
1672,2014,Toyota,YARIS HYBRID,521,2.5,46000,40000,,,
1673,2014,Volkswagen,CADDY,453,4.42,121000,93000,,,
1674,2014,Volkswagen,CARAVELLE,121,17.36,69000,69000,Ohjausnivelet ja -tangot,,
1675,2014,Volkswagen,GOLF,5394,1.04,57000,52000,,,
1676,2014,Volkswagen,JETTA,369,3.25,52000,46000,,,
1677,2014,Volkswagen,PASSAT,1987,2.32,90000,77000,Renkaat ja vanteet,,
1678,2014,Volkswagen,POLO,1300,1.23,40000,38000,,,
1679,2014,Volkswagen,SHARAN,130,4.62,98000,74000,,,
1680,2014,Volkswagen,TIGUAN,528,0.57,63000,58000,,,
1681,2014,Volkswagen,TOURAN,453,4.64,104000,76000,,,
1682,2014,Volkswagen,TRANSPORTER,186,15.05,152000,162000,Ohjausnivelet ja -tangot,,
1683,2014,Volkswagen,UP!,228,3.07,34000,30000,,,
1684,2014,Volvo,C70,338,2.07,90000,82000,,,
1685,2014,Volvo,S60,507,2.17,67000,62000,,,
1686,2014,Volvo,S80,222,1.8,129000,99000,,,
1687,2014,Volvo,V40,1530,3.14,59000,56000,Dieselmoottorin pakokaasumittaus,,
1688,2014,Volvo,V60,1525,3.48,79000,73000,Renkaat ja vanteet,Dieselmoottorin pakokaasumittaus,
1689,2014,Volvo,V70,1328,6.48,138000,103000,Renkaat ja vanteet,Käyttöjarru,Ohjausnivelet ja -tangot
1690,2014,Volvo,XC60,1287,1.71,82000,75000,,,
