,model_year,brand,model,checked_cars,fail_pct,driven_avg,driven_med,reason_1,reason_2,reason_3
1136,2010,Chevrolet,SPARK,131,6.87,85000,78000,,,
1137,2010,Citroen,BERLINGO,219,20.55,147000,138000,Etuakselisto,,
1138,2010,Citroen,C1,332,3.92,72000,67000,,,
1139,2010,Citroen,C3,713,14.59,86000,81000,Etuakselisto,Jousitus ja iskunvaimennus,
1140,2010,Citroen,C3 PICASSO,403,24.06,124000,120000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
1141,2010,Citroen,C4,447,26.84,106000,100000,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
1142,2010,Citroen,C4 PICASSO,359,20.89,137000,132000,Etuakselisto,Käyttöjarru,
1143,2010,Citroen,C5,742,16.7,161000,153000,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
1144,2010,Citroen,DS3,198,18.69,93000,87000,Etuakselisto,,
1145,2010,Dacia,DUSTER,126,18.25,117000,111000,Etuakselisto,,
1146,2010,Dacia,LOGAN,186,31.19,120000,116000,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarrun dynamometritesti
1147,2010,Dacia,SANDERO,117,20.52,82000,77000,,,
1148,2010,Dodge,JOURNEY,231,38.53,159000,152000,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Etuakselisto
1149,2010,Fiat,500,211,24.17,73000,68000,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
1150,2010,Fiat,BRAVO,215,22.8,102000,97000,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
1151,2010,Fiat,LINEA,207,23.19,98000,94000,Jousitus ja iskunvaimennus,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
1152,2010,Fiat,PANDA,130,17.69,80000,78000,Etuakselisto,,
1153,2010,Fiat,PUNTO,860,21.52,87000,80000,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
1154,2010,Ford,FIESTA,2068,14.6,90000,83000,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Etuakselisto
1155,2010,Ford,FOCUS,2981,10.53,123000,116000,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1156,2010,Ford,FOCUS C-MAX,281,8.54,124000,116000,,,
1157,2010,Ford,FUSION,314,6.37,89000,86000,,,
1158,2010,Ford,GALAXY,160,16.25,218000,200000,,,
1159,2010,Ford,KA,214,21.03,76000,68000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
1160,2010,Ford,KUGA,233,16.73,166000,161000,Jousitus ja iskunvaimennus,,
1161,2010,Ford,MONDEO,2441,11.14,170000,160000,Taka-akselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1162,2010,Ford,S-MAX,473,15.43,190000,181000,Taka-akselisto,Renkaat ja vanteet,Käyttöjarru
1163,2010,Ford,TRANSIT,109,20.19,275000,240000,,,
1164,2010,Honda,ACCORD,615,7.32,152000,148000,Käyttöjarru,,
1165,2010,Honda,CIVIC,801,7.62,96000,92000,Jousitus ja iskunvaimennus,Käyttöjarru,
1166,2010,Honda,CR-V,1300,6.15,148000,141000,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1167,2010,Honda,INSIGHT,229,9.17,107000,108000,Käyttöjarru,,
1168,2010,Honda,JAZZ,325,2.77,83000,80000,,,
1169,2010,Hyundai,I20,974,8.73,84000,79000,Käyttöjarrun dynamometritesti,Käyttöjarru,Seisontajarrun dynamometritesti
1170,2010,Hyundai,IX35,251,15.54,139000,130000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
1171,2010,Hyundai,SONATA,145,14.48,136000,114000,,,
1172,2010,Hyundai,i30,1431,17.05,122000,113000,Seisontajarrun dynamometritesti,Käyttöjarru,Taka-akselisto
1173,2010,Jaguar,XF,155,10.97,144000,140000,,,
1174,2010,Kia,CEED,3208,14.34,123000,116000,Seisontajarrun dynamometritesti,Käyttöjarru,Renkaat ja vanteet
1175,2010,Kia,SORENTO,253,22.12,164000,157000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
1176,2010,Kia,SOUL,121,16.53,109000,108000,,,
1177,2010,Kia,VENGA,342,9.06,100000,92000,Käyttöjarru,,
1178,2010,Lexus,RX450H,166,4.82,123000,123000,,,
1179,2010,Mazda,2,285,8.42,80000,80000,Ohjausnivelet ja -tangot,,
1180,2010,Mazda,3,737,5.7,108000,101000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
1181,2010,Mazda,5,178,18.55,134000,130000,Etuakselisto,,
1182,2010,Mazda,6,1389,8.78,137000,129000,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
1183,2010,Mercedes-Benz,A,661,6.51,87000,80000,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru
1184,2010,Mercedes-Benz,B,340,14.12,121000,116000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Seisontajarrun dynamometritesti
1185,2010,Mercedes-Benz,C,2342,8.75,178000,171000,Seisontajarrun dynamometritesti,Etuakselisto,Jousitus ja iskunvaimennus
1186,2010,Mercedes-Benz,E,3029,10.17,209000,189000,Seisontajarrun dynamometritesti,Renkaat ja vanteet,Jousitus ja iskunvaimennus
1187,2010,Mercedes-Benz,GLK,361,12.19,153000,148000,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
1188,2010,Mercedes-Benz,M,102,5.88,169000,172000,,,
1189,2010,Mercedes-Benz,SPRINTER,136,22.8,389000,402000,Seisontajarrun dynamometritesti,,
1190,2010,Mercedes-Benz,VITO,105,26.67,292000,232000,,,
1191,2010,Mini,COOPER,242,4.55,101000,95000,,,
1192,2010,Mitsubishi,ASX,230,4.35,127000,120000,,,
1193,2010,Mitsubishi,COLT,129,3.1,82000,81000,,,
1194,2010,Mitsubishi,LANCER,255,8.63,107000,106000,,,
1195,2010,Mitsubishi,OUTLANDER,318,16.98,165000,162000,Ohjausnivelet ja -tangot,Käyttöjarru,Jousitus ja iskunvaimennus
1196,2010,Nissan,JUKE,222,15.77,104000,96000,Etuakselisto,,
1197,2010,Nissan,MICRA,287,9.76,76000,70000,Etuakselisto,,
1198,2010,Nissan,NOTE,879,15.47,100000,96000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
1199,2010,Nissan,QASHQAI,2922,12.9,122000,116000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
1200,2010,Nissan,QASHQAI+2,1318,20.7,146000,142000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
1201,2010,Nissan,TIIDA,356,16.02,86000,82000,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
1202,2010,Nissan,X-TRAIL,101,14.85,152000,148000,,,
1203,2010,Opel,ASTRA,3009,11.63,113000,107000,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
1204,2010,Opel,CORSA,494,16.19,91000,84000,Jousitus ja iskunvaimennus,,
1205,2010,Opel,INSIGNIA,779,8.6,164000,155000,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
1206,2010,Opel,MERIVA,136,13.24,105000,94000,,,
1207,2010,Opel,ZAFIRA,166,17.47,159000,150000,,,
1208,2010,Peugeot,206,496,11.69,73000,69000,Ohjausnivelet ja -tangot,Etuakselisto,Taka-akselisto
1209,2010,Peugeot,207,675,16.16,94000,84000,Etuakselisto,Käyttöjarrun dynamometritesti,
1210,2010,Peugeot,3008,1084,21.86,144000,141000,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
1211,2010,Peugeot,308,913,18.4,129000,123000,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
1212,2010,Peugeot,407,155,20.0,148000,152000,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
1213,2010,Peugeot,5008,525,26.48,161000,152000,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
1214,2010,Porsche,CAYENNE,102,9.8,130000,123000,,,
1215,2010,Renault,CLIO,298,34.22,83000,78000,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
1216,2010,Renault,MEGANE,869,14.96,120000,114000,Käyttöjarru,Etuakselisto,
1217,2010,Renault,MEGANE SCENIC,491,14.26,144000,136000,Etuakselisto,Ohjausnivelet ja -tangot,
1218,2010,Saab,9-3,173,16.77,154000,151000,Jousitus ja iskunvaimennus,Taka-akselisto,
1219,2010,Saab,9-5,134,10.45,149000,145000,,,
1220,2010,Seat,ALTEA XL,262,11.07,165000,154000,Jousitus ja iskunvaimennus,,
1221,2010,Seat,EXEO,280,6.43,156000,151000,,,
1222,2010,Seat,IBIZA,541,8.5,106000,100000,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
1223,2010,Seat,LEON,331,9.06,140000,133000,Jousitus ja iskunvaimennus,,
1224,2010,Skoda,FABIA,837,7.89,105000,96000,Käyttöjarru,Jousitus ja iskunvaimennus,
1225,2010,Skoda,OCTAVIA,5570,7.86,150000,142000,Käyttöjarru,Bensiinimoottorin pakokaasumittaus,Käyttöjarrun dynamometritesti
1226,2010,Skoda,ROOMSTER,142,8.45,120000,115000,,,
1227,2010,Skoda,SUPERB,1852,9.83,195000,183000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Etuakselisto
1228,2010,Skoda,YETI,911,8.01,135000,129000,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),
1229,2010,Smart,FORTWO,110,9.09,57000,50000,,,
1230,2010,Subaru,FORESTER,565,11.33,150000,147000,Taka-akselisto,Käyttöjarru,Etuakselisto
1231,2010,Subaru,LEGACY,767,11.21,166000,160000,Taka-akselisto,Käyttöjarru,Etuakselisto
1232,2010,Suzuki,ALTO,277,3.61,74000,70000,,,
1233,2010,Suzuki,SX4,426,14.79,99000,91000,Jousitus ja iskunvaimennus,,
1234,2010,Toyota,AURIS,2442,3.32,98000,92000,Käyttöjarru,,
1235,2010,Toyota,AVENSIS,4809,5.14,141000,130000,Taka-akselisto,Käyttöjarru,Renkaat ja vanteet
1236,2010,Toyota,AYGO,276,6.52,76000,70000,Käyttöjarru,,
1237,2010,Toyota,COROLLA,1648,2.85,99000,92000,,,
1238,2010,Toyota,LAND CRUISER,290,4.14,180000,178000,,,
1239,2010,Toyota,PRIUS,563,3.73,127000,121000,Käyttöjarru,,
1240,2010,Toyota,RAV4,698,5.59,139000,135000,Jousitus ja iskunvaimennus,,
1241,2010,Toyota,URBAN CRUISER,508,5.71,111000,104000,Käyttöjarru,,
1242,2010,Toyota,VERSO,1327,6.41,148000,135000,Seisontajarrun dynamometritesti,Renkaat ja vanteet,Käyttöjarru
1243,2010,Toyota,YARIS,2498,7.77,90000,82000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,
1244,2010,Volkswagen,CADDY,425,12.47,204000,177000,Renkaat ja vanteet,Jousitus ja iskunvaimennus,
1245,2010,Volkswagen,CARAVELLE,170,22.34,188000,171000,Ohjausnivelet ja -tangot,Turvavyöt ja -varusteet,Etuakselisto
1246,2010,Volkswagen,GOLF,7558,10.66,126000,118000,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
1247,2010,Volkswagen,JETTA,583,8.92,118000,112000,Jousitus ja iskunvaimennus,,
1248,2010,Volkswagen,PASSAT,2405,10.15,177000,169000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Bensiinimoottorin pakokaasumittaus
1249,2010,Volkswagen,POLO,2248,7.87,94000,87000,Käyttöjarru,Seisontajarrun dynamometritesti,
1250,2010,Volkswagen,SCIROCCO,181,8.84,114000,106000,,,
1251,2010,Volkswagen,TIGUAN,487,8.62,157000,150000,Jousitus ja iskunvaimennus,Etuakselisto,Renkaat ja vanteet
1252,2010,Volkswagen,TOURAN,551,11.98,170000,157000,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
1253,2010,Volkswagen,TRANSPORTER,256,25.0,349000,371000,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarru
1254,2010,Volvo,C30,232,7.76,129000,117000,,,
1255,2010,Volvo,C70,311,5.79,173000,167000,,,
1256,2010,Volvo,S40,464,9.91,134000,132000,Jousitus ja iskunvaimennus,Etuakselisto,Renkaat ja vanteet
1257,2010,Volvo,S60,462,6.71,139000,136000,Renkaat ja vanteet,,
1258,2010,Volvo,S80,366,8.74,199000,175000,Renkaat ja vanteet,Käyttöjarru,
1259,2010,Volvo,V50,1622,11.78,163000,159000,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1260,2010,Volvo,V60,183,6.01,162000,161000,,,
1261,2010,Volvo,V70,2695,9.83,207000,192000,Käyttöjarru,Renkaat ja vanteet,Ohjausnivelet ja -tangot
1262,2010,Volvo,XC60,1437,7.17,171000,167000,Jousitus ja iskunvaimennus,Käyttöjarru,
1263,2011,Alfa Romeo,GIULIETTA,355,11.27,97000,93000,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus,Käyttöjarru
1264,2011,Audi,A1,303,5.61,76000,69000,Käyttöjarru,,
1265,2011,Audi,A3,1164,5.93,102000,98000,Bensiinimoottorin pakokaasumittaus,Käyttöjarrun dynamometritesti,Renkaat ja vanteet
1266,2011,Audi,A4,2566,3.74,135000,129000,Renkaat ja vanteet,,
1267,2011,Audi,A5,582,4.3,123000,118000,,,
1268,2011,Audi,A6,1534,3.06,153000,148000,Renkaat ja vanteet,,
1269,2011,Audi,A7,341,3.81,133000,129000,,,
1270,2011,Audi,Q5,533,1.88,139000,135000,,,
1271,2011,Audi,Q7,186,5.91,157000,147000,,,
1272,2011,BMW,1,778,5.91,103000,98000,Käyttöjarru,,
1273,2011,BMW,3,1183,9.13,134000,130000,Taka-akselisto,Renkaat ja vanteet,
1274,2011,BMW,5,2845,14.66,156000,151000,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1275,2011,BMW,X1,406,10.34,120000,115000,Etuakselisto,Taka-akselisto,Renkaat ja vanteet
1276,2011,BMW,X3,649,8.17,134000,131000,Jousitus ja iskunvaimennus,Taka-akselisto,Ohjausnivelet ja -tangot
1277,2011,BMW,X5,250,5.2,143000,138000,,,
1278,2011,BMW,X6,113,5.31,128000,120000,,,
1279,2011,Chevrolet,AVEO,171,11.11,68000,67000,Etuakselisto,,
1280,2011,Chevrolet,CRUZE,823,14.95,96000,92000,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto
1281,2011,Chevrolet,ORLANDO,120,15.0,162000,141000,,,
1282,2011,Chevrolet,SPARK,188,6.91,74000,68000,,,
1283,2011,Citroen,BERLINGO,169,23.67,111000,103000,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
1284,2011,Citroen,C1,307,4.23,64000,60000,,,
1285,2011,Citroen,C3,644,13.98,71000,68000,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
1286,2011,Citroen,C3 PICASSO,185,18.92,91000,86000,Etuakselisto,,
1287,2011,Citroen,C4,1063,11.76,99000,92000,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
1288,2011,Citroen,C4 PICASSO,334,20.95,113000,107000,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
1289,2011,Citroen,C5,576,15.8,142000,134000,Etuakselisto,Ohjausnivelet ja -tangot,Renkaat ja vanteet
1290,2011,Citroen,DS3,147,13.61,80000,76000,,,
1291,2011,Citroen,DS4,125,16.0,98000,95000,,,
1292,2011,Dacia,DUSTER,657,22.69,112000,105000,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
1293,2011,Fiat,500,363,21.48,63000,57000,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
1294,2011,Fiat,PUNTO,553,13.38,72000,69000,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
1295,2011,Ford,FIESTA,2094,10.79,77000,71000,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,
1296,2011,Ford,FOCUS,3999,6.43,105000,99000,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
1297,2011,Ford,FOCUS C-MAX,1191,6.21,128000,123000,Käyttöjarru,Renkaat ja vanteet,
1298,2011,Ford,FUSION,224,3.13,79000,74000,,,
1299,2011,Ford,GALAXY,159,16.98,186000,160000,Jousitus ja iskunvaimennus,,
1300,2011,Ford,KA,166,19.88,64000,60000,Etuakselisto,,
1301,2011,Ford,KUGA,284,16.55,148000,143000,Jousitus ja iskunvaimennus,,
1302,2011,Ford,MONDEO,2335,10.96,155000,143000,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Taka-akselisto
1303,2011,Ford,S-MAX,449,14.03,169000,157000,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1304,2011,Ford,TRANSIT,120,11.67,260000,208000,Etuakselisto,,
1305,2011,Honda,ACCORD,733,5.87,126000,118000,Käyttöjarru,,
1306,2011,Honda,CIVIC,664,5.42,82000,78000,Käyttöjarru,,
1307,2011,Honda,CR-V,1170,4.44,129000,123000,Käyttöjarru,,
1308,2011,Honda,INSIGHT,116,5.17,98000,85000,,,
1309,2011,Honda,JAZZ,544,3.86,73000,69000,Käyttöjarru,,
1310,2011,Hyundai,I20,1271,10.23,71000,67000,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti,Käyttöjarru
1311,2011,Hyundai,I40,458,27.52,144000,135000,Ohjausnivelet ja -tangot,Etuakselisto,Taka-akselisto
1312,2011,Hyundai,IX20,300,7.33,77000,72000,Käyttöjarru,,
1313,2011,Hyundai,IX35,467,16.92,117000,111000,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Etuakselisto
1314,2011,Hyundai,SANTA FE,118,21.19,162000,151000,Etuakselisto,,
1315,2011,Hyundai,i30,1793,9.48,96000,87000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
1316,2011,Jaguar,XF,115,5.22,122000,118000,,,
1317,2011,Kia,CEED,2900,11.93,104000,98000,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
1318,2011,Kia,PICANTO,278,6.12,64000,60000,,,
1319,2011,Kia,RIO,373,9.92,74000,72000,Jousitus ja iskunvaimennus,,
1320,2011,Kia,SORENTO,428,23.12,147000,144000,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
1321,2011,Kia,SOUL,113,7.08,100000,89000,,,
1322,2011,Kia,SPORTAGE,854,19.2,115000,110000,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Etuakselisto
1323,2011,Kia,VENGA,1178,7.64,78000,72000,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1324,2011,Lexus,CT200H,214,2.8,103000,100000,,,
1325,2011,Mazda,2,246,11.79,67000,64000,Ohjausnivelet ja -tangot,,
1326,2011,Mazda,3,486,2.67,85000,80000,,,
1327,2011,Mazda,5,161,9.94,119000,118000,,,
1328,2011,Mazda,6,1183,5.92,110000,103000,Käyttöjarrun dynamometritesti,Etuakselisto,Käyttöjarru
1329,2011,Mercedes-Benz,A,478,5.23,72000,68000,Käyttöjarru,,
1330,2011,Mercedes-Benz,B,331,9.97,99000,85000,,,
1331,2011,Mercedes-Benz,C,3359,6.97,152000,144000,Seisontajarrun dynamometritesti,Renkaat ja vanteet,Käyttöjarru
1332,2011,Mercedes-Benz,CLS,247,8.5,112000,106000,,,
1333,2011,Mercedes-Benz,E,2512,9.67,195000,167000,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1334,2011,Mercedes-Benz,GLK,403,13.65,137000,133000,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
1335,2011,Mercedes-Benz,M,230,7.39,139000,136000,,,
1336,2011,Mercedes-Benz,SPRINTER,169,24.84,384000,372000,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,
1337,2011,Mercedes-Benz,VITO,153,30.72,296000,313000,Seisontajarrun dynamometritesti,Etuakselisto,Jousitus ja iskunvaimennus
1338,2011,Mini,COOPER,328,7.62,87000,79000,,,
1339,2011,Mitsubishi,ASX,834,3.72,115000,108000,Jousitus ja iskunvaimennus,,
1340,2011,Mitsubishi,LANCER,142,4.23,86000,75000,,,
1341,2011,Mitsubishi,OUTLANDER,440,10.23,146000,140000,Käyttöjarru,,
1342,2011,Nissan,JUKE,1226,10.52,92000,87000,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
1343,2011,Nissan,MICRA,944,8.37,68000,63000,Käyttöjarrun dynamometritesti,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
1344,2011,Nissan,NOTE,666,16.06,82000,78000,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1345,2011,Nissan,QASHQAI,2961,7.06,106000,101000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
1346,2011,Nissan,QASHQAI+2,1444,13.64,124000,118000,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
1347,2011,Nissan,X-TRAIL,101,4.95,146000,139000,,,
1348,2011,Opel,ASTRA,3255,5.56,107000,101000,Käyttöjarru,,
1349,2011,Opel,CORSA,700,12.0,74000,68000,Jousitus ja iskunvaimennus,Käyttöjarru,
1350,2011,Opel,INSIGNIA,843,7.59,147000,141000,Käyttöjarru,Jousitus ja iskunvaimennus,
1351,2011,Opel,MERIVA,239,9.21,83000,78000,Ohjausnivelet ja -tangot,,
1352,2011,Opel,ZAFIRA,236,11.02,125000,117000,,,
1353,2011,Peugeot,107,161,4.35,64000,61000,,,
1354,2011,Peugeot,206,230,15.22,67000,63000,Ohjausnivelet ja -tangot,Taka-akselisto,Renkaat ja vanteet
1355,2011,Peugeot,207,614,12.05,80000,74000,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
1356,2011,Peugeot,3008,663,14.33,112000,108000,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
1357,2011,Peugeot,308,815,12.88,105000,95000,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
1358,2011,Peugeot,5008,258,18.22,140000,132000,Etuakselisto,Renkaat ja vanteet,Käyttöjarru
1359,2011,Peugeot,508,1123,8.1,135000,128000,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
1360,2011,Peugeot,RCZ,151,12.58,82000,76000,,,
1361,2011,Porsche,CAYENNE,121,7.44,128000,126000,,,
1362,2011,Renault,CLIO,300,35.0,79000,71000,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
1363,2011,Renault,LAGUNA,317,12.93,134000,133000,Jousitus ja iskunvaimennus,Käyttöjarru,Renkaat ja vanteet
1364,2011,Renault,MEGANE,769,13.52,100000,95000,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
1365,2011,Renault,MEGANE SCENIC,315,17.45,125000,120000,Etuakselisto,Ohjausnivelet ja -tangot,Renkaat ja vanteet
1366,2011,Renault,TWINGO,132,20.45,58000,56000,Etuakselisto,Käyttöjarrun dynamometritesti,Ohjausnivelet ja -tangot
1367,2011,Saab,9-3,249,11.24,139000,129000,,,
1368,2011,Seat,ALHAMBRA,172,8.72,164000,150000,,,
1369,2011,Seat,ALTEA XL,222,9.46,137000,135000,,,
1370,2011,Seat,EXEO,284,9.51,144000,137000,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
1371,2011,Seat,IBIZA,854,7.14,94000,89000,Käyttöjarru,Seisontajarrun dynamometritesti,Renkaat ja vanteet
1372,2011,Seat,LEON,331,9.06,112000,105000,,,
1373,2011,Skoda,FABIA,1213,6.51,84000,80000,Käyttöjarru,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
1374,2011,Skoda,OCTAVIA,5967,7.22,128000,120000,Käyttöjarru,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
1375,2011,Skoda,ROOMSTER,199,9.55,101000,98000,Käyttöjarru,,
1376,2011,Skoda,SUPERB,1758,8.59,174000,164000,Renkaat ja vanteet,Jousitus ja iskunvaimennus,Käyttöjarru
1377,2011,Skoda,YETI,1040,6.06,117000,112000,Jousitus ja iskunvaimennus,Käyttöjarru,
1378,2011,Subaru,FORESTER,735,9.52,129000,120000,Taka-akselisto,Käyttöjarru,
1379,2011,Subaru,LEGACY,546,14.84,141000,137000,Taka-akselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
1380,2011,Suzuki,ALTO,185,3.24,62000,57000,,,
1381,2011,Suzuki,SWIFT,224,1.34,75000,72000,,,
1382,2011,Suzuki,SX4,441,10.66,81000,77000,Jousitus ja iskunvaimennus,,
1383,2011,Toyota,AURIS,1872,2.67,90000,83000,,,
1384,2011,Toyota,AVENSIS,4582,3.12,121000,111000,,,
1385,2011,Toyota,AYGO,308,6.82,68000,61000,,,
1386,2011,Toyota,COROLLA,1215,2.3,86000,80000,,,
1387,2011,Toyota,LAND CRUISER,188,1.06,151000,144000,,,
1388,2011,Toyota,PRIUS,232,6.47,113000,100000,,,
1389,2011,Toyota,RAV4,616,6.01,121000,115000,Jousitus ja iskunvaimennus,,
1390,2011,Toyota,URBAN CRUISER,256,5.86,93000,88000,,,
1391,2011,Toyota,VERSO,1860,3.28,108000,96000,,,
1392,2011,Toyota,YARIS,2090,5.07,77000,69000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Käyttöjarru
1393,2011,Volkswagen,CADDY,593,8.94,165000,140000,Renkaat ja vanteet,Jousitus ja iskunvaimennus,Käyttöjarru
1394,2011,Volkswagen,CARAVELLE,172,23.27,151000,146000,Ohjausnivelet ja -tangot,,
1395,2011,Volkswagen,GOLF,6828,9.33,106000,98000,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru
1396,2011,Volkswagen,JETTA,1413,10.9,113000,106000,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
1397,2011,Volkswagen,PASSAT,4481,7.07,154000,147000,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
1398,2011,Volkswagen,POLO,1763,6.75,80000,74000,Käyttöjarru,Käyttöjarrun dynamometritesti,Renkaat ja vanteet
1399,2011,Volkswagen,SCIROCCO,144,5.56,90000,89000,,,
1400,2011,Volkswagen,SHARAN,447,9.62,163000,153000,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet,Etuakselisto
1401,2011,Volkswagen,TIGUAN,694,5.91,133000,126000,Jousitus ja iskunvaimennus,,
1402,2011,Volkswagen,TOUAREG,165,2.42,145000,144000,,,
1403,2011,Volkswagen,TOURAN,1128,12.85,151000,138000,Käyttöjarru,Renkaat ja vanteet,Jousitus ja iskunvaimennus
1404,2011,Volkswagen,TRANSPORTER,210,22.38,308000,339000,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,
1405,2011,Volvo,C30,132,6.06,109000,102000,,,
1406,2011,Volvo,C70,464,4.96,157000,148000,,,
1407,2011,Volvo,S40,467,11.13,122000,116000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Etuakselisto
1408,2011,Volvo,S60,918,5.56,126000,120000,Käyttöjarru,Renkaat ja vanteet,
1409,2011,Volvo,S80,327,6.42,186000,159000,,,
1410,2011,Volvo,V50,1901,9.0,139000,135000,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Etuakselisto
