,model_year,brand,model,fail_pct,reason_1,reason_2,reason_3
619,2008,Opel,CORSA,16.33,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
620,2008,Fiat,PUNTO,16.33,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
621,2008,Peugeot,206,16.38,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
622,2008,Kia,CERATO,16.47,Seisontajarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
623,2008,Suzuki,SX4,16.53,Jousitus ja iskunvaimennus,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
624,2008,Peugeot,407,16.55,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
625,2008,Volvo,S60,16.73,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
626,2008,Opel,ASTRA,16.95,Jousitus ja iskunvaimennus,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
627,2008,Renault,TWINGO,17.06,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarrun dynamometritesti
628,2008,BMW,3,17.19,Taka-akselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
629,2008,Nissan,NOTE,17.45,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
630,2008,Jaguar,X-TYPE,17.61,,,
631,2008,Mercedes-Benz,B,17.67,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Etuakselisto
632,2008,Volkswagen,CARAVELLE,17.78,Ohjausnivelet ja -tangot,Renkaat ja vanteet,Turvavyöt ja -varusteet
633,2008,Mini,COOPER CLUBMAN,17.8,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
634,2008,Mazda,3,17.98,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
635,2008,Mercedes-Benz,M,18.27,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
636,2008,Mercedes-Benz,C,18.75,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
637,2008,BMW,1,18.78,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
638,2008,Kia,PICANTO,18.81,,,
639,2008,Ford,MONDEO,18.81,Jousitus ja iskunvaimennus,Taka-akselisto,Ohjausnivelet ja -tangot
640,2008,Chrysler,SEBRING,18.9,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto
641,2008,Peugeot,308,18.95,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
642,2008,Citroen,C4 PICASSO,19.36,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
643,2008,Skoda,ROOMSTER,19.42,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti
644,2008,Dodge,AVENGER,19.89,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
645,2008,Seat,CORDOBA,20.0,,,
646,2008,Volvo,XC90,20.33,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Taka-akselisto
647,2008,Fiat,CROMA,20.42,Jousitus ja iskunvaimennus,Etuakselisto,Ohjausnivelet ja -tangot
648,2008,Ford,S-MAX,20.6,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Taka-akselisto
649,2008,Citroen,XSARA PICASSO,20.62,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
650,2008,Mitsubishi,OUTLANDER,20.95,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
651,2008,Kia,CEED,21.03,Taka-akselisto,Seisontajarrun dynamometritesti,Käyttöjarru
652,2008,Saab,9-3,21.06,Jousitus ja iskunvaimennus,Taka-akselisto,Etuakselisto
653,2008,Fiat,500,21.31,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti
654,2008,Citroen,C5,21.31,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
655,2008,Kia,SORENTO,21.53,Etuakselisto,Seisontajarrun dynamometritesti,Voimansiirto
656,2008,Subaru,FORESTER,21.58,Taka-akselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
657,2008,Citroen,C2,21.7,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
658,2008,Peugeot,207,22.02,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Dieselmoottorin pakokaasumittaus
659,2008,Mercedes-Benz,CLS,22.12,Etuakselisto,Jousitus ja iskunvaimennus,Taka-akselisto
660,2008,Hyundai,SONATA,22.38,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
661,2008,Hyundai,I 30,22.7,Taka-akselisto,Seisontajarrun dynamometritesti,Käyttöjarru
662,2008,Nissan,QASHQAI,23.11,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
663,2008,Kia,MAGENTIS,23.12,Käyttöjarru,Taka-akselisto,Käyttöjarrun dynamometritesti
664,2008,Mercedes-Benz,E,23.16,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
665,2008,Ford,FOCUS,23.4,Etuakselisto,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
666,2008,Ford,FOCUS C-MAX,23.98,Etuakselisto,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
667,2008,Ford,GALAXY,24.0,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Taka-akselisto
668,2008,Nissan,TIIDA,24.44,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
669,2008,Nissan,X-TRAIL,24.45,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
670,2008,Opel,VECTRA,24.83,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
671,2008,Mazda,CX-7,25.0,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
672,2008,Mitsubishi,GRANDIS,25.38,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
673,2008,Citroen,BERLINGO,25.5,Etuakselisto,Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus
674,2008,Peugeot,307,25.81,Ohjausnivelet ja -tangot,Etuakselisto,Dieselmoottorin pakokaasumittaus
675,2008,Fiat,BRAVO,26.22,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
676,2008,Citroen,C4,26.8,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
677,2008,Chevrolet,AVEO,27.12,Etuakselisto,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
678,2008,Peugeot,PARTNER,27.27,Dieselmoottorin pakokaasumittaus,Etuakselisto,Käyttöjarru
679,2008,Lada,4X4,27.34,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Bensiinimoottorin pakokaasumittaus
680,2008,Renault,MEGANE,27.77,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
681,2008,Chrysler,VOYAGER,28.4,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
682,2008,Alfa Romeo,159,29.44,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
683,2008,Renault,CLIO,29.62,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
684,2008,Volkswagen,TRANSPORTER,29.7,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
685,2008,Mazda,5,30.61,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
686,2008,Nissan,PRIMERA,30.67,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
687,2008,Kia,CARENS,30.9,Seisontajarrun dynamometritesti,Käyttöjarru,Taka-akselisto
688,2008,Chevrolet,NUBIRA,31.06,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
689,2008,Kia,CARNIVAL,31.25,Taka-akselisto,Etuakselisto,Käyttöjarrun dynamometritesti
690,2008,Opel,ZAFIRA,31.95,Taka-akselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
691,2008,Chrysler,300,33.6,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot
692,2008,Chevrolet,EPICA,41.94,Taka-akselisto,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
693,2008,Dodge,JOURNEY,42.2,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
694,2008,Jeep,PATRIOT,48.06,Taka-akselisto,Etuakselisto,Käyttöjarru
695,2008,Dodge,CALIBER,51.03,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot
696,2007,Jaguar,S-TYPE,6.03,,,
697,2007,Toyota,COROLLA,6.71,Käyttöjarru,Käyttöjarrun dynamometritesti,Renkaat ja vanteet
698,2007,Toyota,AYGO,6.78,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
699,2007,Suzuki,GRAND VITARA,6.89,,,
700,2007,Audi,TT,7.09,,,
701,2007,Toyota,YARIS,7.51,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru
702,2007,Toyota,AURIS,7.58,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
703,2007,Ford,FIESTA,7.58,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru
704,2007,Audi,A5,8.28,,,
705,2007,Hyundai,GETZ,8.36,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,Renkaat ja vanteet
706,2007,Honda,JAZZ,8.4,,,
707,2007,Subaru,LEGACY,8.64,,,
708,2007,Toyota,AVENSIS,8.78,Käyttöjarru,Seisontajarrun dynamometritesti,Renkaat ja vanteet
709,2007,Mitsubishi,COLT,8.89,,,
710,2007,Toyota,LAND CRUISER,8.89,,,
711,2007,Mazda,2,9.09,,,
712,2007,Peugeot,107,9.14,,,
713,2007,Volkswagen,NEW BEETLE,9.48,,,
714,2007,Audi,A3,9.64,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru
715,2007,Audi,Q7,9.79,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
716,2007,Toyota,HIACE,9.94,,,
717,2007,Audi,A6,10.0,Sisäinen valvontajärjestelmä (OBD),Etuakselisto,Renkaat ja vanteet
718,2007,Honda,FR-V,10.12,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
719,2007,Subaru,IMPREZA,10.58,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
720,2007,Audi,A4,10.67,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet
721,2007,Volkswagen,GOLF,10.77,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
722,2007,Suzuki,SWIFT,11.57,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
723,2007,Mazda,6,11.7,Käyttöjarru,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
724,2007,Nissan,ALMERA,11.73,Käyttöjarru,Etuakselisto,Renkaat ja vanteet
725,2007,Subaru,FORESTER,12.83,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
726,2007,Seat,LEON,12.92,Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
727,2007,Honda,CIVIC,12.93,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
728,2007,Volvo,C30,13.36,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
729,2007,Honda,CR-V,13.445,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru
730,2007,Toyota,PRIUS,13.46,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
731,2007,Volkswagen,TOUAREG,13.61,Käyttöjarru,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
732,2007,Skoda,OCTAVIA,13.66,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
733,2007,Volvo,C70,14.1,Käyttöjarru,Ohjausnivelet ja -tangot,Etuakselisto
734,2007,Volkswagen,JETTA,14.2,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
735,2007,Mitsubishi,PAJERO,14.21,Jousitus ja iskunvaimennus,Taka-akselisto,Käyttöjarrun dynamometritesti
736,2007,Volvo,S40,15.09,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
737,2007,Volkswagen,PASSAT,15.21,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Dieselmoottorin pakokaasumittaus
738,2007,Mini,COOPER/ ONE,15.22,Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus,Käyttöjarru
739,2007,Saab,9-5,15.31,Sisäinen valvontajärjestelmä (OBD),Taka-akselisto,Käyttöjarru
740,2007,Suzuki,SX4,15.38,Jousitus ja iskunvaimennus,Etuakselisto,Renkaat ja vanteet
741,2007,Toyota,RAV4,15.57,Jousitus ja iskunvaimennus,Käyttöjarru,Taka-akselisto
742,2007,Volkswagen,POLO,15.63,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
743,2007,Mercedes-Benz,G,15.64,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
744,2007,Suzuki,LIANA,15.94,Etuakselisto,Jousitus ja iskunvaimennus,Jarruvalo
745,2007,Volkswagen,TOURAN,16.39,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus
746,2007,BMW,X3,16.39,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
747,2007,Honda,ACCORD,16.52,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
748,2007,Land Rover,FREELANDER,16.58,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
749,2007,Saab,9-3,16.61,Jousitus ja iskunvaimennus,Taka-akselisto,Etuakselisto
750,2007,Mitsubishi,LANCER,16.77,Ohjausnivelet ja -tangot,Käyttöjarru,Käyttöjarrun dynamometritesti
751,2007,Lexus,IS250,16.95,,,
752,2007,BMW,X5,17.45,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
753,2007,Volkswagen,CARAVELLE,17.5,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Renkaat ja vanteet
754,2007,Opel,CORSA,18.12,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
755,2007,Skoda,FABIA,18.16,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
756,2007,Jaguar,X-TYPE,18.47,,,
757,2007,Ford,KA,18.75,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
758,2007,Land Rover,DISCOVERY 3,18.8,,,
759,2007,Citroen,XSARA PICASSO,18.8,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
760,2007,Volvo,V50,18.9,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
761,2007,Kia,RIO,19.25,Käyttöjarru,Etuakselisto,Käyttöjarrun dynamometritesti
762,2007,Volvo,S80,19.27,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
763,2007,Kia,CERATO,19.45,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
764,2007,Peugeot,206,19.72,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
765,2007,Skoda,SUPERB,19.77,Käyttöjarru,Etuakselisto,Dieselmoottorin pakokaasumittaus
766,2007,Ford,S-MAX,19.8,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru
767,2007,Mercedes-Benz,A,19.92,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
768,2007,Nissan,MICRA,20.11,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
769,2007,Seat,ALTEA,20.16,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
770,2007,Volkswagen,CADDY,20.16,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD)
771,2007,Volvo,S60,20.16,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
772,2007,Volvo,V70,20.17,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
773,2007,Ford,FOCUS C-MAX,20.19,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
774,2007,Peugeot,407,20.39,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
775,2007,Mercedes-Benz,CLS,20.83,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
776,2007,BMW,3,20.84,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
777,2007,Land Rover,RANGE ROVER,20.97,Taka-akselisto,Jousitus ja iskunvaimennus,Etuakselisto
778,2007,Kia,PICANTO,21.27,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
779,2007,Mercedes-Benz,M,21.58,Käyttöjarru,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
780,2007,Citroen,C2,21.64,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
781,2007,Hyundai,TUCSON,21.77,Käyttöjarru,Jousitus ja iskunvaimennus,Etuakselisto
782,2007,BMW,1,21.86,Käyttöjarru,Taka-akselisto,Jousitus ja iskunvaimennus
783,2007,Citroen,C4 PICASSO,21.9,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
784,2007,Skoda,ROOMSTER,21.92,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
785,2007,Kia,CEED,22.14,Taka-akselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
786,2007,Citroen,C3,22.16,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jarruvalo
787,2007,Volkswagen,TRANSPORTER,22.25,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
788,2007,Mitsubishi,OUTLANDER,22.3,Taka-akselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
789,2007,Seat,IBIZA,22.4,Käyttöjarru,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
790,2007,Hyundai,ACCENT,22.44,,,
791,2007,Jeep,CHEROKEE,22.78,Jousitus ja iskunvaimennus,Etuakselisto,Ohjausnivelet ja -tangot
792,2007,Volvo,XC90,22.83,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarru
793,2007,Ford,MONDEO,22.95,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus,Taka-akselisto
794,2007,BMW,5,23.12,Ohjausnivelet ja -tangot,Käyttöjarru,Jousitus ja iskunvaimennus
795,2007,Kia,SORENTO,23.12,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
796,2007,Nissan,NOTE,23.2,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
797,2007,Mazda,3,23.5,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
798,2007,Ford,GALAXY,23.62,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
799,2007,Fiat,ALBEA,23.73,Etuakselisto,Ohjausnivelet ja -tangot,Bensiinimoottorin pakokaasumittaus
800,2007,Opel,MERIVA,23.77,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarru
801,2007,Nissan,TIIDA,23.84,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
802,2007,Dodge,AVENGER,24.03,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
803,2007,Peugeot,207,24.1,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
804,2007,Mercedes-Benz,B,24.16,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti
805,2007,Fiat,PUNTO,24.16,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
806,2007,Chevrolet,AVEO,24.19,Etuakselisto,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
807,2007,Opel,VECTRA,24.22,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
808,2007,Kia,SPORTAGE,24.38,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
809,2007,Mitsubishi,GRANDIS,24.6,Ohjausnivelet ja -tangot,Käyttöjarru,Jousitus ja iskunvaimennus
810,2007,Peugeot,307,24.8,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto
811,2007,Ford,FOCUS,24.9,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
812,2007,Nissan,QASHQAI,24.95,Etuakselisto,Käyttöjarru,Ohjausnivelet ja -tangot
813,2007,Hyundai,SONATA,25.11,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
814,2007,Nissan,PRIMERA,25.27,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
815,2007,Chrysler,SEBRING,25.27,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
816,2007,Seat,CORDOBA,25.48,,,
817,2007,Nissan,X-TRAIL,25.62,Etuakselisto,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
818,2007,Citroen,C4,25.84,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
819,2007,Opel,ASTRA,26.34,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
820,2007,Hyundai,I 30,26.45,Käyttöjarru,Taka-akselisto,Jousitus ja iskunvaimennus
821,2007,Hyundai,SANTA FE,26.72,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti
822,2007,Mercedes-Benz,C,27.05,Etuakselisto,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
823,2007,Mercedes-Benz,E,27.2,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
824,2007,Fiat,BRAVO,27.62,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
825,2007,Renault,CLIO,27.69,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
826,2007,Chevrolet,KALOS,28.38,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
827,2007,Opel,ANTARA,29.7,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
828,2007,Chevrolet,CAPTIVA,29.7,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
829,2007,Citroen,C5,30.95,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
830,2007,Mazda,CX-7,31.06,Etuakselisto,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
831,2007,Renault,MEGANE,31.12,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
832,2007,Chrysler,VOYAGER,31.27,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Käyttöjarru
833,2007,Alfa Romeo,159,31.6,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
834,2007,Fiat,STILO,31.9,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Etuakselisto
835,2007,Opel,ZAFIRA,32.16,Ohjausnivelet ja -tangot,Taka-akselisto,Etuakselisto
836,2007,Chevrolet,NUBIRA,32.2,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
837,2007,Dodge,NITRO,32.62,Seisontajarrun dynamometritesti,Etuakselisto,Käyttöjarru
838,2007,Kia,MAGENTIS,33.1,Käyttöjarru,Käyttöjarrun dynamometritesti,Taka-akselisto
839,2007,Kia,CARNIVAL,33.12,Taka-akselisto,Etuakselisto,Jousitus ja iskunvaimennus
840,2007,Mazda,5,33.4,Etuakselisto,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus
841,2007,Ford,TOURNEO,33.88,Etuakselisto,Seisontajarrun dynamometritesti,Renkaat ja vanteet
842,2007,Kia,CARENS,36.9,Seisontajarrun dynamometritesti,Taka-akselisto,Käyttöjarru
843,2007,Fiat,CROMA,37.4,Jousitus ja iskunvaimennus,Taka-akselisto,Ohjausnivelet ja -tangot
844,2007,Chevrolet,EPICA,38.1,Seisontajarrun dynamometritesti,Taka-akselisto,Ohjausnivelet ja -tangot
845,2007,Chrysler,300,40.3,Seisontajarrun dynamometritesti,Etuakselisto,Ohjausnivelet ja -tangot
846,2007,Nissan,PATHFINDER,42.0,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot
847,2007,Renault,LAGUNA,44.03,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
848,2007,Jeep,PATRIOT,46.44,Etuakselisto,Taka-akselisto,Käyttöjarru
849,2007,Jeep,COMPASS,50.0,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot
850,2007,Dodge,CALIBER,52.62,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
851,2006,Peugeot,107,7.08,,,
852,2006,Toyota,COROLLA,8.4,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
853,2006,Citroen,C1,8.45,,,
854,2006,Suzuki,GRAND VITARA,8.89,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
855,2006,Hyundai,GETZ,9.32,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
856,2006,Ford,FIESTA,9.35,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
857,2006,Toyota,LAND CRUISER,9.43,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
858,2006,Toyota,YARIS,9.47,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
859,2006,Toyota,AYGO,9.71,Etuakselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
860,2006,Honda,CR-V,10.26,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
861,2006,Lexus,IS250,10.27,,,
862,2006,Honda,JAZZ,10.8,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
863,2006,Mercedes-Benz,SLK,11.02,,,
864,2006,Mazda,2,11.11,,,
865,2006,Ford,FUSION,11.56,,,
866,2006,Subaru,LEGACY,11.73,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
867,2006,Nissan,ALMERA,11.81,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
868,2006,Toyota,AVENSIS,11.9,Käyttöjarru,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
869,2006,Audi,A6,12.17,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
