,model_year,brand,model,fail_pct,reason_1,reason_2,reason_3
340,2010,Ford,FOCUS,7.285,Jousitus ja iskunvaimennus,Etuakselisto,Renkaat ja vanteet
341,2010,BMW,X5,7.406,Etuakselisto,Käyttöjarru,Taka-akselisto
342,2010,Volkswagen,JETTA,7.54,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
343,2010,Opel,ZAFIRA,7.73,,,
344,2010,Ford,KUGA,7.82,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto
345,2010,Volvo,V50,7.94,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
346,2010,Volkswagen,GOLF,8.07,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
347,2010,Peugeot,407,8.23,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Jarruvalo
348,2010,Nissan,TIIDA,8.24,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
349,2010,Opel,CORSA,8.33,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
350,2010,Subaru,LEGACY,8.37,Taka-akselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
351,2010,Subaru,FORESTER,8.38,Taka-akselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
352,2010,Kia,SOUL,8.47,,,
353,2010,Opel,ASTRA,8.48,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
354,2010,Nissan,JUKE,8.76,Etuakselisto,Käyttöjarru,Bensiinimoottorin pakokaasumittaus
355,2010,Volkswagen,SCIROCCO,8.77,,,
356,2010,Volkswagen,TOUAREG,8.82,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
357,2010,Mercedes-Benz,E,8.89,Seisontajarrun dynamometritesti,Renkaat ja vanteet,Käyttöjarru
358,2010,Mercedes-Benz,A,9.22,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
359,2010,Peugeot,207,9.28,Etuakselisto,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
360,2010,Hyundai,I20,9.29,Käyttöjarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
361,2010,Nissan,NOTE,9.6,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
362,2010,BMW,1,9.64,Taka-akselisto,Renkaat ja vanteet,Etuakselisto
363,2010,Mitsubishi,OUTLANDER,9.68,Käyttöjarru,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
364,2010,Opel,MERIVA,9.77,,,
365,2010,Peugeot,206,9.94,Ohjausnivelet ja -tangot,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
366,2010,Nissan,QASHQAI,9.98,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarru
367,2010,Saab,9-3,10.23,,,
368,2010,Fiat,LINEA,10.24,,,
369,2010,Suzuki,SX4,10.24,Jousitus ja iskunvaimennus,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
370,2010,BMW,3,10.36,Taka-akselisto,Etuakselisto,Jousitus ja iskunvaimennus
371,2010,Volkswagen,CADDY,10.63,Renkaat ja vanteet,Seisontajarrun dynamometritesti,Etuakselisto
372,2010,Ford,MONDEO,10.77,Jousitus ja iskunvaimennus,Taka-akselisto,Renkaat ja vanteet
373,2010,Mercedes-Benz,GLK,10.89,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
374,2010,Smart,FORTWO,11.01,,,
375,2010,Dacia,DUSTER,11.02,,,
376,2010,Kia,CEED,11.21,Seisontajarrun dynamometritesti,Käyttöjarru,Renkaat ja vanteet
377,2010,Chevrolet,SPARK,11.36,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
378,2010,Mazda,5,11.43,,,
379,2010,Citroen,DS3,11.5,,,
380,2010,Hyundai,IX35,11.51,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto
381,2010,Nissan,X-TRAIL,11.71,,,
382,2010,Ford,FIESTA,11.78,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
383,2010,Renault,MEGANE,12.12,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
384,2010,Toyota,RAV4,12.16,Jousitus ja iskunvaimennus,Käyttöjarru,Renkaat ja vanteet
385,2010,Volkswagen,CARAVELLE,12.35,,,
386,2010,Hyundai,SONATA,12.41,Käyttöjarru,Etuakselisto,Seisontajarrun dynamometritesti
387,2010,Mercedes-Benz,B,12.5,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
388,2010,Ford,S-MAX,13.11,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru
389,2010,Volkswagen,TOURAN,13.43,Renkaat ja vanteet,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
390,2010,Fiat,PUNTO,13.65,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
391,2010,Kia,VENGA,13.7,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
392,2010,Citroen,C3,13.73,Etuakselisto,Ohjausnivelet ja -tangot,Renkaat ja vanteet
393,2010,Hyundai,I 30,13.94,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
394,2010,Alfa Romeo,MITO,14.29,,,
395,2010,BMW,5,14.48,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
396,2010,Chevrolet,CRUZE,14.67,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto
397,2010,Chevrolet,AVEO,14.74,Etuakselisto,Jarruvalo,Sisäinen valvontajärjestelmä (OBD)
398,2010,Peugeot,308,15.01,Etuakselisto,Käyttöjarru,Dieselmoottorin pakokaasumittaus
399,2010,Citroen,C4 PICASSO,15.38,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
400,2010,Dacia,SANDERO,15.38,,,
401,2010,Fiat,BRAVO,15.53,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru
402,2010,Alfa Romeo,159,15.57,,,
403,2010,Citroen,C5,16.84,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
404,2010,Peugeot,3008,17.3,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
405,2010,Citroen,BERLINGO,17.52,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
406,2010,Fiat,PANDA,18.31,Käyttöjarrun dynamometritesti,Etuakselisto,Käyttöjarru
407,2010,Ford,GALAXY,19.62,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto
408,2010,Kia,SORENTO,21.22,Jousitus ja iskunvaimennus,Etuakselisto,Seisontajarrun dynamometritesti
409,2010,Peugeot,5008,21.66,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
410,2010,Volkswagen,KOMBI,22.02,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarru
411,2010,Ford,KA,22.17,Etuakselisto,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
412,2010,Renault,CLIO,23.83,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
413,2010,Citroen,C4,24.1,Ohjausnivelet ja -tangot,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
414,2010,Dacia,LOGAN,24.86,Ohjausnivelet ja -tangot,Etuakselisto,Renkaat ja vanteet
415,2010,Fiat,500,26.83,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
416,2010,Ford,TRANSIT,27.36,,,
417,2010,Dodge,JOURNEY,37.62,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Taka-akselisto
418,2009,Toyota,IQ,2.99,,,
419,2009,Ford,FUSION,3.03,,,
420,2009,Toyota,AVENSIS,3.95,,,
421,2009,Volvo,XC60,4.227,Käyttöjarru,Taka-akselisto,Renkaat ja vanteet
422,2009,Audi,Q5,4.41,,,
423,2009,Skoda,YETI,4.48,,,
424,2009,Honda,JAZZ,4.49,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
425,2009,Audi,A5,4.64,,,
426,2009,Lexus,RX450H,4.67,,,
427,2009,Toyota,LAND CRUISER,4.85,,,
428,2009,Honda,INSIGHT,5.08,,,
429,2009,Toyota,COROLLA,5.22,Käyttöjarru,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet
430,2009,Toyota,PRIUS,5.23,Käyttöjarru,Etuakselisto,Renkaat ja vanteet
431,2009,Audi,A3,5.41,Bensiinimoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Renkaat ja vanteet
432,2009,Toyota,AURIS,5.49,Seisontajarrun dynamometritesti,Renkaat ja vanteet,Käyttöjarru
433,2009,Peugeot,107,5.56,,,
434,2009,Volkswagen,JETTA,5.59,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus
435,2009,Audi,A4,5.6,Etuakselisto,Renkaat ja vanteet,Jousitus ja iskunvaimennus
436,2009,Audi,A6,5.74,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
437,2009,Volvo,S40,5.78,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
438,2009,Toyota,YARIS,5.82,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Renkaat ja vanteet
439,2009,Skoda,OCTAVIA,6.02,Bensiinimoottorin pakokaasumittaus,Renkaat ja vanteet,Käyttöjarrun dynamometritesti
440,2009,Ford,KUGA,6.19,,,
441,2009,Volvo,C30,6.25,,,
442,2009,Volkswagen,GOLF,6.46,Bensiinimoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Renkaat ja vanteet
443,2009,Toyota,VERSO,6.48,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Renkaat ja vanteet
444,2009,Mitsubishi,COLT,6.56,,,
445,2009,Honda,ACCORD,7.0,Käyttöjarru,Renkaat ja vanteet,Käyttöjarrun dynamometritesti
446,2009,Toyota,URBAN CRUISER,7.043,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
447,2009,Seat,IBIZA,7.07,,,
448,2009,Volvo,C70,7.29,,,
449,2009,Nissan,MICRA,7.49,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
450,2009,Volkswagen,TIGUAN,7.562,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD)
451,2009,Suzuki,SX4,7.58,,,
452,2009,Seat,LEON,7.66,,,
453,2009,Honda,CR-V,7.78,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet
454,2009,Honda,CIVIC,7.8,Käyttöjarru,Jousitus ja iskunvaimennus,Renkaat ja vanteet
455,2009,Subaru,LEGACY,7.93,,,
456,2009,Toyota,AYGO,7.96,,,
457,2009,Skoda,SUPERB,8.25,Renkaat ja vanteet,Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
458,2009,Volkswagen,POLO,8.26,Käyttöjarrun dynamometritesti,Käyttöjarru,Seisontajarrun dynamometritesti
459,2009,Seat,ALTEA,8.33,,,
460,2009,Suzuki,ALTO,8.48,,,
461,2009,Hyundai,I20,8.54,Käyttöjarru,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
462,2009,Skoda,ROOMSTER,8.55,,,
463,2009,Mitsubishi,LANCER,8.66,Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet
464,2009,Volvo,V50,8.71,Etuakselisto,Renkaat ja vanteet,Jousitus ja iskunvaimennus
465,2009,BMW,X3,8.82,,,
466,2009,Suzuki,SWIFT,8.91,,,
467,2009,Volkswagen,PASSAT,9.02,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD)
468,2009,Volvo,V70,9.17,Ohjausnivelet ja -tangot,Käyttöjarru,Taka-akselisto
469,2009,Saab,9-5,9.24,,,
470,2009,Opel,INSIGNIA,9.3,Käyttöjarru,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
471,2009,Volvo,S80,9.46,,,
472,2009,Hyundai,GETZ,9.49,,,
473,2009,Skoda,FABIA,9.87,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
474,2009,BMW,1,9.93,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
475,2009,BMW,X5,10.37,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
476,2009,Mercedes-Benz,GLK,10.41,,,
477,2009,Volkswagen,SCIROCCO,10.53,,,
478,2009,Suzuki,GRAND VITARA,10.66,,,
479,2009,Mazda,3,10.96,Etuakselisto,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
480,2009,Mini,COOPER/ ONE,11.01,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
481,2009,Mazda,6,11.02,Käyttöjarrun dynamometritesti,Käyttöjarru,Etuakselisto
482,2009,Fiat,LINEA,11.11,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
483,2009,BMW,X6,11.11,Käyttöjarru,Etuakselisto,Jousitus ja iskunvaimennus
484,2009,Opel,ASTRA,11.39,Jousitus ja iskunvaimennus,Käyttöjarru,Käyttöjarrun dynamometritesti
485,2009,Nissan,NOTE,11.42,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
486,2009,Ford,KA,11.49,Käyttöjarrun dynamometritesti,Etuakselisto,Jousitus ja iskunvaimennus
487,2009,Mitsubishi,OUTLANDER,11.69,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru
488,2009,Citroen,C2,11.82,,,
489,2009,Mercedes-Benz,E,11.9,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
490,2009,Kia,SPORTAGE,11.9,,,
491,2009,Jaguar,XF,12.12,Taka-akselisto,Käyttöjarru,Valmistenumero
492,2009,Volkswagen,CADDY,12.21,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
493,2009,BMW,3,12.53,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
494,2009,Volkswagen,TOURAN,12.64,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Käyttöjarru
495,2009,Mazda,2,12.67,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
496,2009,Toyota,RAV4,12.73,Jousitus ja iskunvaimennus,Käyttöjarru,Dieselmoottorin pakokaasumittaus
497,2009,Mercedes-Benz,C,12.88,Etuakselisto,Seisontajarrun dynamometritesti,Renkaat ja vanteet
498,2009,Ford,FIESTA,12.94,Ohjausnivelet ja -tangot,Etuakselisto,Jousitus ja iskunvaimennus
499,2009,Ford,FOCUS C-MAX,12.95,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
500,2009,Mercedes-Benz,A,13.04,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
501,2009,Volvo,S60,13.04,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus,Renkaat ja vanteet
502,2009,Ford,FOCUS,13.07,Etuakselisto,Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus
503,2009,Opel,CORSA,13.16,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Tuulilasi ja puhdistuslaitteet
504,2009,Kia,CEED,13.44,Taka-akselisto,Käyttöjarru,Käyttöjarrun dynamometritesti
505,2009,Peugeot,407,13.95,Etuakselisto,Renkaat ja vanteet,Käyttöjarru
506,2009,Ford,GALAXY,14.05,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus
507,2009,Fiat,PUNTO,14.08,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
508,2009,Peugeot,206,15.15,Ohjausnivelet ja -tangot,Etuakselisto,Taka-akselisto
509,2009,Renault,MEGANE,15.22,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
510,2009,Ford,MONDEO,15.59,Jousitus ja iskunvaimennus,Taka-akselisto,Ohjausnivelet ja -tangot
511,2009,Peugeot,308,15.68,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
512,2009,Opel,ZAFIRA,15.79,,,
513,2009,Renault,LAGUNA,16.12,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Käyttöjarru
514,2009,BMW,5,16.33,Ohjausnivelet ja -tangot,Renkaat ja vanteet,Seisontajarrun dynamometritesti
515,2009,Nissan,TIIDA,17.14,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
516,2009,Saab,9-3,17.44,Jousitus ja iskunvaimennus,Taka-akselisto,Käyttöjarru
517,2009,Citroen,C4 PICASSO,17.62,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
518,2009,Citroen,BERLINGO,17.78,,,
519,2009,Mercedes-Benz,M,17.8,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
520,2009,Nissan,QASHQAI,17.83,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
521,2009,Chevrolet,AVEO,18.03,Etuakselisto,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
522,2009,Peugeot,207,18.11,Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD),Dieselmoottorin pakokaasumittaus
523,2009,Mercedes-Benz,B,18.12,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
524,2009,Nissan,X-TRAIL,18.86,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
525,2009,Citroen,C5,18.9,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
526,2009,Peugeot,3008,18.97,Etuakselisto,Ohjausnivelet ja -tangot,Renkaat ja vanteet
527,2009,Mazda,5,19.12,Etuakselisto,Käyttöjarru,Seisontajarrun dynamometritesti
528,2009,Fiat,500,19.16,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Etuakselisto
529,2009,Dodge,AVENGER,19.3,Etuakselisto,Ohjausnivelet ja -tangot,Käyttöjarru
530,2009,Ford,S-MAX,20.31,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Renkaat ja vanteet
531,2009,Hyundai,I 30,20.53,Taka-akselisto,Jousitus ja iskunvaimennus,Käyttöjarru
532,2009,Citroen,C3,20.58,Etuakselisto,Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus
533,2009,Ford,TRANSIT,20.6,,,
534,2009,Hyundai,SONATA,21.3,Käyttöjarru,Seisontajarrun dynamometritesti,Etuakselisto
535,2009,Opel,VECTRA,21.55,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Käyttöjarru
536,2009,Subaru,FORESTER,21.62,Taka-akselisto,Käyttöjarru,Etuakselisto
537,2009,Fiat,BRAVO,22.16,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru
538,2009,Citroen,C4,22.31,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
539,2009,Chevrolet,NUBIRA,22.58,Seisontajarrun dynamometritesti,Käyttöjarru,Jousitus ja iskunvaimennus
540,2009,Volkswagen,TRANSPORTER,23.31,Ohjausnivelet ja -tangot,Etuakselisto,Käyttöjarru
541,2009,Renault,CLIO,24.23,Ohjausnivelet ja -tangot,Etuakselisto,Seisontajarrun dynamometritesti
542,2009,Mitsubishi,GRANDIS,26.67,Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus,Etuakselisto
543,2009,Chrysler,300,40.2,Seisontajarrun dynamometritesti,Etuakselisto,Taka-akselisto
544,2009,Dodge,JOURNEY,42.44,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Etuakselisto
545,2009,Jeep,PATRIOT,43.56,Taka-akselisto,Etuakselisto,Ohjausnivelet ja -tangot
546,2009,Dodge,CALIBER,49.38,Etuakselisto,Taka-akselisto,Ohjausnivelet ja -tangot
547,2008,Ford,FUSION,4.83,,,
548,2008,Volvo,XC60,5.8,,,
549,2008,Toyota,COROLLA,5.92,Käyttöjarru,Renkaat ja vanteet,Dieselmoottorin pakokaasumittaus
550,2008,Audi,A5,6.28,,,
551,2008,Toyota,AURIS,6.28,Seisontajarrun dynamometritesti,Käyttöjarru,Käyttöjarrun dynamometritesti
552,2008,Audi,A3,6.45,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Käyttöjarrun dynamometritesti
553,2008,Audi,TT,6.72,,,
554,2008,Subaru,IMPREZA,7.34,,,
555,2008,Suzuki,SWIFT,7.35,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
556,2008,Toyota,PRIUS,7.45,Käyttöjarru,Etuakselisto,Renkaat ja vanteet
557,2008,Ford,KUGA,7.56,,,
558,2008,Mitsubishi,COLT,7.69,Käyttöjarru,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
559,2008,Volkswagen,TIGUAN,7.824,Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
560,2008,Toyota,AVENSIS,7.97,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet,Käyttöjarru
561,2008,Volkswagen,JETTA,8.09,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus,Seisontajarrun dynamometritesti
562,2008,Ford,FIESTA,8.26,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
563,2008,Toyota,LAND CRUISER,8.49,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
564,2008,Honda,FR-V,8.65,Käyttöjarru,Käyttöjarrun dynamometritesti,Jousitus ja iskunvaimennus
565,2008,Toyota,AYGO,8.7,Käyttöjarru,Renkaat ja vanteet,Käyttöjarrun dynamometritesti
566,2008,Toyota,YARIS,8.74,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti,Käyttöjarru
567,2008,Volkswagen,GOLF,8.97,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti,Renkaat ja vanteet
568,2008,Nissan,MICRA,9.07,Etuakselisto,Renkaat ja vanteet,Käyttöjarru
569,2008,Suzuki,GRAND VITARA,9.09,,,
570,2008,Hyundai,GETZ,9.29,Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet,Käyttöjarrun dynamometritesti
571,2008,Skoda,OCTAVIA,9.31,Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Etuakselisto
572,2008,Volvo,C70,9.43,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Etuakselisto
573,2008,Honda,ACCORD,9.92,Käyttöjarru,Etuakselisto,Renkaat ja vanteet
574,2008,Audi,A6,10.1,Renkaat ja vanteet,Sisäinen valvontajärjestelmä (OBD),Etuakselisto
575,2008,Skoda,SUPERB,10.1,Renkaat ja vanteet,Etuakselisto,Dieselmoottorin pakokaasumittaus
576,2008,Audi,A4,10.13,Etuakselisto,Renkaat ja vanteet,Käyttöjarru
577,2008,Honda,JAZZ,10.16,Käyttöjarru,Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
578,2008,Honda,CR-V,10.71,Jousitus ja iskunvaimennus,Käyttöjarru,Ohjausnivelet ja -tangot
579,2008,Volvo,C30,10.8,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
580,2008,Mitsubishi,LANCER,10.92,Ohjausnivelet ja -tangot,Käyttöjarru,Etuakselisto
581,2008,Volvo,V70,11.26,Käyttöjarru,Ohjausnivelet ja -tangot,Renkaat ja vanteet
582,2008,Seat,LEON,11.45,Jousitus ja iskunvaimennus,Käyttöjarru,Renkaat ja vanteet
583,2008,Honda,CIVIC,11.46,Jousitus ja iskunvaimennus,Käyttöjarru,Renkaat ja vanteet
584,2008,Volkswagen,PASSAT,11.55,Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet
585,2008,BMW,X6,11.58,Etuakselisto,Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
586,2008,Mazda,6,11.7,Käyttöjarru,Käyttöjarrun dynamometritesti,Etuakselisto
587,2008,Jaguar,XF,11.73,Taka-akselisto,Renkaat ja vanteet,Käyttöjarru
588,2008,Volkswagen,POLO,11.84,Etuakselisto,Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
589,2008,Audi,Q7,11.9,,,
590,2008,BMW,X5,11.9,Etuakselisto,Jousitus ja iskunvaimennus,Käyttöjarru
591,2008,Toyota,HIACE,12.2,,,
592,2008,Jeep,CHEROKEE,12.6,,,
593,2008,Ford,KA,12.64,,,
594,2008,Volkswagen,CADDY,12.68,Jousitus ja iskunvaimennus,Renkaat ja vanteet,Seisontajarrun dynamometritesti
595,2008,Volvo,S40,12.68,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
596,2008,Subaru,LEGACY,12.71,Etuakselisto,Käyttöjarru,Jousitus ja iskunvaimennus
597,2008,Seat,ALTEA,12.86,Jousitus ja iskunvaimennus,Käyttöjarru,Renkaat ja vanteet
598,2008,Opel,MERIVA,12.97,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot,Käyttöjarru
599,2008,Citroen,C3,13.46,Etuakselisto,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
600,2008,Mercedes-Benz,A,13.95,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
601,2008,Mercedes-Benz,GLK,14.02,,,
602,2008,Toyota,RAV4,14.12,Jousitus ja iskunvaimennus,Käyttöjarru,Dieselmoottorin pakokaasumittaus
603,2008,Kia,RIO,14.29,,,
604,2008,Kia,SPORTAGE,14.44,Jousitus ja iskunvaimennus,Etuakselisto,Käyttöjarru
605,2008,Volkswagen,TOURAN,14.52,Bensiinimoottorin pakokaasumittaus,Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
606,2008,BMW,X3,14.58,Jousitus ja iskunvaimennus,Käyttöjarru,Etuakselisto
607,2008,Mini,COOPER/ ONE,14.63,Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD)
608,2008,Skoda,FABIA,14.63,Etuakselisto,Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
609,2008,BMW,5,14.74,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus,Käyttöjarru
610,2008,Land Rover,FREELANDER,14.85,Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
611,2008,Mazda,2,15.41,Etuakselisto,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
612,2008,Saab,9-5,15.42,Taka-akselisto,Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
613,2008,Seat,IBIZA,15.46,Käyttöjarru,Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
614,2008,Fiat,LINEA,15.64,Jousitus ja iskunvaimennus,Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
615,2008,Smart,FORTWO,15.7,,,
616,2008,Renault,LAGUNA,16.06,Jousitus ja iskunvaimennus,Käyttöjarru,Seisontajarrun dynamometritesti
617,2008,Volvo,S80,16.22,Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
618,2008,Volvo,V50,16.22,Etuakselisto,Jousitus ja iskunvaimennus,Renkaat ja vanteet
